grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","The series of lines produced where electron falls from higher energy levels \({n_2}\) = 2, 3, 4, 5… to \({n_1} = 1\) is called ","Balmer series",N,"Paschen series",N,"Pfund series",N,"Lyman series",Y,"Correct answer is ""Lyman series"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum"," Lyman series lies in ","UV region",Y,"Visible region",N,"I.R region",N,"Microwave region",N,"Correct answer is ""UV region"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","An Electron moving through orbitals would actually give rise to","continuous spectrum",N,"discontinuous spectrum",N,"line spectrum",Y,"both B and C",N,"Correct answer is ""line spectrum"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","When white light from any incandescent source is allowed to pass through prism, it gives","line spectrum",N,"continuous spectrum",Y,"both A&B",N,none,N,"Correct answer is ""continuous spectrum"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","When light through a gas source is passed through a prism; it gives","line spectrum",Y,"continuous spectrum",N,"both A&B",N,none,N,"Correct answer is ""line spectrum"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","White light gives band of colors in which color suffers max deviation",red,N,yellow,N,green,N,violet,Y,"Correct answer is ""violet"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","There is no line of demarcation in continuous spectrum. This statement is",true,Y,false,N,imaginary,N,none,N,"Correct answer is ""true"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","To explain the origin of spectral lines","One quantum number is sufficient",N,"No quantum number is needed",N,"One quantum number is not enough",Y,none,N,"Correct answer is ""One quantum number is not enough"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","Splitting of spectral lines because of electric effect is known as","Zeeman effect",N,"electromagnetic effect",N,"stark effect",Y,none,N,"Correct answer is ""stark effect"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","Series which is further divided into smaller lines is ","Balmer series",Y,"Pfund series",N,"Brackett series",N,"Lyman series",N,"Correct answer is ""Balmer series"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","Wave number decreases form ","Lyman to P-fund series",Y,"P-fund to Lyman series",N,"Balmer series to Brackett series",N,none,N,"Correct answer is ""Lyman to P-fund series"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","The band of colors into which the incident light breaks up is called _________.",Spectrum,Y,Emission,N,Continuous,N,Adsorption,N,"Correct answer is ""Spectrum"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","Violet light has ________ wavelength.",Longest,N,Long,N,Short,N,Shortest,Y,"Correct answer is ""Shortest"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","Line spectra serve as ________ for the identification of elements.",Prints,N,Fingerprints,Y,Path,N,Spectrum,N,"Correct answer is ""Fingerprints"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","The series of lines in the visible region between wavelengths 4000 to 8000 \({A^0}\)are called ________.","Lyman series",N,"Balmer series",Y,"P-fund series",N,"Brackett series",N,"Correct answer is ""Balmer series"""
11,Chemistry,"Atomic Structure","Atomic Structure","Spectrum and Hydrogen Spectrum","The value of \(r = \_\_\_\_\_\_\_\_{A^0}\) for the first stationary state of the hydrogen atom.",0.528,N,0.521,N,0.529,Y,0.527,N,"Correct answer is ""0.529"""
