grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","______________ is a maintenance by an organism of an internal balance between water and dissolved materials regardless of environmental conditions. ",Osmoconformers,N,Homeostasis,N,Osmoregulation,Y,"Feedback mechanism",N,"Correct answer is ""Osmoregulation"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Osmoregulators excrete salts through:",fins,N,gills,Y,bladder,N,scale,N,"Correct answer is ""gills"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Hypotonic environment leads to cell towards:",Concentration,N,Turgidity,Y,Wilting,N,Shrinking,N,"Correct answer is ""Turgidity"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","This is both osmoregulator and a nitrogenous product:","Uric acid",N,Urea,Y,NH3,N,"All of the above",N,"Correct answer is ""Urea"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","What reaction will an endothermic animal have when faced with a sudden drop in environmental temperature?","it will wait to see if it goes lower",N,"it will add fur or fat to increase insulation",N,"it will experience a drop in its body temperature",N,"it will increase muscle activity to generate heat",Y,"Correct answer is ""it will increase muscle activity to generate heat"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","How are wastes carried to the kidney for removal?","in the urine",N,"in blood",Y,"in cells",N,"in interstitial fluid",N,"Correct answer is ""in blood"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","What is the cause of a fever of 38.3 °C (101 °F)?","Too much heat produced by the body",N,"The heat caused by a viral or bacterial infection",N,"Inadequate cooling mechanisms in the body",N,"Upward adjustment of the body temperature set point",Y,"Correct answer is ""Upward adjustment of the body temperature set point"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Mammalian systems have evolved to regulate not only the overall osmotic pressure across membranes but also specific concentrations of important electrolytes in the three major fluid compartments.","Blood plasma",N,"Interstitial fluid",N,"Intracellular fluid",N,"All of above",Y,"Correct answer is ""All of above"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Biological systems constantly interact and exchange water and nutrients with the environment by way of consumption of food and water and through excretion in the form of:",Sweat,N,Urine,N,Feces,N,"All of above",Y,"Correct answer is ""All of above"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_______________solution has a high concentration of solutes.",Hypotonic,N,Hypertonic,Y,Isotonic,N,"None of these",N,"Correct answer is ""Hypertonic"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_______________solution has a lower concentration of solutes.",Hypotonic,Y,Hypertonic,N,Isotonic,N,"None of these",N,"Correct answer is ""Hypotonic"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Water moves from______ concentration to _____ concentration.","Low to high",Y,"High to low",N,"Low to low",N,"High to high",N,"Correct answer is ""Low to high"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","What will happen when animal cell is continuously placed in a hypotonic solution?","Cell will burst",Y,"Cell will become flaccid",N,"Cell will remain the same",N,"None of these",N,"Correct answer is ""Cell will burst"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_________ refers to the opposite effect produced in relation to any change in body fluid.","Negative feedback",Y,"No feedback",N,"Both a and b",N,"Positive feedback",N,"Correct answer is ""Negative feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_________ refers to similar effect produced in relation to any change in body fluid","Both a and b",N,"Positive feedback",Y,"No feedback",N,"Negative feedback",N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Heatstroke is an example of ________","Both a and b",N,"No feedback",N,"Negative feedback",N,"Positive feedback",Y,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Oxytocin is an example of _______","Positive feedback",Y,"Both a and b",N,"Negative feedback",N,"No feedback",N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","There are _____ types of feedback mechanisms.",Three,N,Two,Y,One,N,Four,N,"Correct answer is ""Two"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","The check and balance mechanism is called:",Osmoregulation,N,Excretion,N,"Feedback system",Y,Effectors,N,"Correct answer is ""Feedback system"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Homeostatic circuits usually involve:","Positive feedback",N,"Both a and b",N,"Negative feedback",Y,"No feedback",N,"Correct answer is ""Negative feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_______________are usually found in processes that need to be pushed to completion, not when the status quo needs to be maintained.","Positive feedback",Y,"Negative feedback",N,"Both a and b",N,"No feedback",N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","A ________________ comes into play during childbirth.","Negative feedback",N,"Positive feedback",Y,"Both a and b",N,Homeostasis,N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","During childbirth, when oxytocin increases uterine contractions and causes pressure on the cervix, more oxytocin is released and produces even stronger contractions. This is an example:","Negative feedback",N,"Positive feedback",Y,"Feedback mechanism",N,Homeostasis,N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","If your body temperature is too high, a _____________ will act to bring it back down towards the set point.","Negative feedback",Y,"Positive feedback",N,Hormone,N,Homeostasis,N,"Correct answer is ""Negative feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","_______________ is activated when a parameter—like body temperature—is above the set point and is designed to bring it back down.","Negative feedback",Y,"Positive feedback",N,Hormone,N,Homeostasis,N,"Correct answer is ""Negative feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","The control of blood sugar (glucose) by insulin is an excellent example of a:","Negative feedback",Y,"Positive feedback",N,Hormone,N,Homeostasis,N,"Correct answer is ""Negative feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Which of the following features of a system is unlikely to lead to a stable homeostatic system?","Negative feedback",N,"Positive feedback",Y,Hormone,N,Homeostasis,N,"Correct answer is ""Positive feedback"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Which of the following strategies would not help restore a high body temperature to normal?","Non – shivering thermogenesis",Y,Sweating,N,"Flattening of skin hair",N,"Redistribution of blood flow to the periphery",N,"Correct answer is ""Non – shivering thermogenesis"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Changes in any internal environment is detected by __________.",Effector,N,Receptor,Y,Fluid,N,Substance,N,"Correct answer is ""Receptor"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","The cell or organ in the body that functions in response to a stimulus is called:",Receptors,N,Sensors,N,Effectors,Y,Responders,N,"Correct answer is ""Effectors"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Afferent neurons carry nerve impulses from:","CNS to muscles",N,"CNS to receptors",N,"Receptors to CNS",Y,"Effector organs to CNS",N,"Correct answer is ""Receptors to CNS"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","The ______________ receives and processes information from the receptor. ",Receptor,N,Effector,N,"control centre",Y,Neurons,N,"Correct answer is ""control centre"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Adjustment of physiological systems within the body involves:",Receptors,N,"Control center",N,Effector,N,"All of above",Y,"Correct answer is ""All of above"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Which of the following response to the commands of the control center by either opposing or enhancing the stimulus?",Receptor,N,Effector,Y,"Nervous system",N,"Positive feedback",N,"Correct answer is ""Effector"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","To maintain homeostasis, the __________ responds to the changes in the stimulus received from the sensor by sending signals to effectors.",Receptor,N,"Control center",Y,"Nervous system",N,"Positive feedback",N,"Correct answer is ""Control center"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","______________ controls bodily functions such as hunger, thirst, body temperature, water levels, salt levels, and energy levels.","Control center",Y,Receptor,N,"Nervous system",N,"Positive feedback",N,"Correct answer is ""Control center"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","The muscles, lungs, kidneys, arterioles, pancreas, and bones are examples of body parts that can act as:",Receptors,N,Effectors,Y,"Nervous system",N,Sensors,N,"Correct answer is ""Effectors"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","When the receptor recognizes an increase in temperature, the control center will send signals to muscle cells to begin shivering. The muscle cells in this example would be the:",Receptors,N,Effectors,Y,"Nervous system",N,Sensors,N,"Correct answer is ""Effectors"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","If blood pressure gets too high, the control center will send out signals to the arterioles to dilate, thus lowering blood pressure. In this example, the arterioles are:",Effectors,Y,Receptors,N,"Nervous system",N,Sensors,N,"Correct answer is ""Effectors"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","___________ plays its role in bringing the target substance back to normal.",Receptor,N,Effector,Y,Fluid,N,Substance,N,"Correct answer is ""Effector"""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Which of the following words means a change in environment?",Neuron,N,Reflex,N,Stimulus,N,"None of the above",N,"Correct answer is """""
12,Biology,HOMEOSTASIS,"Homeostasis (Concept of Feedback) ","Homeostasis (Concept of Feedback) ","Which is an example of an effector?",Glands,N,Muscles,N,"Both A and B",Y,Synapse,N,"Correct answer is ""Both A and B"""
