grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Thermoregulation is the ability of an organism to maintain:","body temperature",Y,"skin temperature",N,"blood pressure",N,"heart rate",N,"Correct answer is ""body temperature"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Thermoregulation is also called as:",osmoregulation,N,"body regulation",N,"heat regulation",Y,"Both A and C",N,"Correct answer is ""heat regulation"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"The mechanisms of thermoregulation are also controlled by:",Hippocampus,N,Cerebellum,N,"Spinal cord",N,Hypothalamus,Y,"Correct answer is ""Hypothalamus"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"If our body needs to warm up, the mechanisms of thermoregulation include:",Sweating,N,Vasoconstriction,N,Thermogenesis,N,"Both B and C",Y,"Correct answer is ""Both B and C"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"If our body needs to cool down, the mechanisms of thermoregulation include:",Vasodialtion,Y,Shivering,N,Vasoconstriction,N,"Both B and C",N,"Correct answer is ""Vasodialtion"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"________ is the thermostat of the body",Thalamus,N,Pituitary,N,Spleen,N,Hypothalamus,Y,"Correct answer is ""Hypothalamus"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"___________ is defined as body temperature above normal set point",Fever,N,Pyrexia,N,"Both A and B",Y,"None of these",N,"Correct answer is ""Both A and B"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"If the body temperature falls from 37°C to 35°C or lower, then a person may suffer from a medical emergency of:",Hypothermia,Y,Hyperthermia,N,Fever,N,Dehydration,N,"Correct answer is ""Hypothermia"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"In the case of _______________, a medical condition in which the body temperature rises from 37°C to 42 °C, then a person may suffer from the brain damage or even death in rare cases.",Hypothermia,N,Hyperthermia,Y,Fever,N,Dehydration,N,"Correct answer is ""Hyperthermia"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"The factors affecting hyperthermia or raise internal body temperature include:",Exercise,N,fever,N,digestion,N,"All of above",Y,"Correct answer is ""All of above"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"In ____________, the blood vessels present beneath the skin expand and increases the blood flow, which cools by releasing the body’s heat through heat radiation.",Vasoconstriction,N,Vasodilation,Y,Sweating,N,Shivering,N,"Correct answer is ""Vasodilation"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"In _______________, the blood vessels under the skin receive signals to become narrower to decrease the blood flow and retain heat to warm the inner body.",Vasoconstriction,Y,Vasodilation,N,Sweating,N,Shivering,N,"Correct answer is ""Vasoconstriction"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"When there is a small variation in the internal body temperature, the sensors in the central nervous system sends the message to the:",Muscles,N,Brain,N,Cerebrum,N,Hypothalamus,Y,"Correct answer is ""Hypothalamus"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"_________generate internal heat that keeps their cellular processes operating optimally even when the environment is cold.",Endoderm,N,Ectoderm,N,Endotherm,Y,Ectotherm,N,"Correct answer is ""Endotherm"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"The animals which generate their own heat energy are called ____.",Ectoderm,N,"Endotherm correct",Y,"Cell membrane",N,Heterotherm,N,"Correct answer is ""Endotherm correct"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"The animals that absorb heat from the environment to keep their body temperature constant are called:",ectotherm,Y,heterotherm,N,"cell membrane",N,Endotherm,N,"Correct answer is ""ectotherm"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Ectotherms are those animals that maintain the osmoregulation by _________ mechanism.",Behavioral,N,Physiological,N,"both a and b",Y,"None of them",N,"Correct answer is ""both a and b"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Endotherms are those animals that maintain their body thermoregulation by _________ mechanism.",Behavioral,N,Physiological,Y,"None of them",N,"both a and b",N,"Correct answer is ""Physiological"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"The temperature of an ectotherm animal _________","Depends on the enviroment",Y,"it's constant",N,"doesn't exist",N,"Doesn’t depend on environment",N,"Correct answer is ""Depends on the enviroment"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Which of the following is a strategy that endotherms may use to regulate body temperature?",Sweat,N,Shiver,N,Hibernate,N,"All of these are strategies endotherms may use to regulate body temperature",Y,"Correct answer is ""All of these are strategies endotherms may use to regulate body temperature"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Endotherms have considerably ___________ than ectotherms.","Higher metabolic rate",Y,"Lower metabolic rate",N,"Higher heart rate",N,"Higher blood pressure",N,"Correct answer is ""Higher metabolic rate"""
12,Biology,HOMEOSTASIS,Thermoregulation,Thermoregulation,"Endotherms may regulate their body temperature by their _______ which includes oxidation of foods and muscular contractions.",Behaviour,N,Metabolism,Y,Ingestion,N,Digestion,N,"Correct answer is ""Metabolism"""
