grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Freshwater fish are __________ to their surrounding environment, which means that the concentration of salt is higher in their blood than in their surrounding water.",Hypertonic,Y,Hypotonic,N,Isotonic,N,"Both A and C",N,"Correct answer is ""Hypertonic"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","__________ leads to dehydration in terrestrial animals.","Evaporation of water",Y,"Evaporation of minerals",N,Osmoregulation,N,thermoregulation,N,"Correct answer is ""Evaporation of water"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","____________ faces problems of excess of salts in their bodies.",Amphibians,N,"Freshwater fishes",N,"bony fishes",Y,"Terrestrial animals",N,"Correct answer is ""bony fishes"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","____________are marine organisms that maintain an internal environment which is isotonic to their external environment.",Osmoconformers,Y,Osmoregulators,N,Osmoregulation,N,"None of these",N,"Correct answer is ""Osmoconformers"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","__________________are the commonest type of aquatic animals.",Osmoconformers,N,Osmoregulators,Y,Osmoregulation,N,"None of these",N,"Correct answer is ""Osmoregulators"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","__________ are exclusively marine organisms that match their internal environment actively or passively.",Whales,N,Osmoregulators,N,Sharks,N,Osmoconformers,Y,"Correct answer is ""Osmoconformers"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","____________regulate their internal osmolarity constant independently from the external environment.",Osmoconformers,N,Osmoregulators,Y,Fishes,N,"None of these",N,"Correct answer is ""Osmoregulators"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","____________maintain their internal environment isotonic to the outside environment. ","Marine animals",N,Osmoregulators,N,Osmoconformers,Y,"Terrestrial animals",N,"Correct answer is ""Osmoconformers"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems"," _______are either marine or freshwater organisms that tightly regulate their internal osmolarity at a constant value.",Osmoconformers,N,Osmoregulators,Y,"Marine animals",N,"None of these",N,"Correct answer is ""Osmoregulators"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Most marine invertebrates are/have:","Strong feedback mechanism",N,Osmoregulators,N,Osmoconformers,Y,"weak feedback mechanism",N,"Correct answer is ""Osmoconformers"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","_________________actively control salt concentrations despite the salt concentrations in the environment.",Osmoregulators,Y,Osmoconformers,N,Fishes,N,"None of these",N,"Correct answer is ""Osmoregulators"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Terrestrial animals are _______ to the outer environment ",Hypertonic,N,Isotonic,N,Hypotonic,Y,"None of these",N,"Correct answer is ""Hypotonic"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Those animals that can maintain internal osmotic concentrations different from the surrounding medium called ",Osmoregulators,Y,Osmoconformers,N,"Both A and B",N,"None of these",N,"Correct answer is ""Osmoregulators"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","To prevent water loss through external surface vertebrates like reptiles and birds have ","Keratinized Epidermis",Y,Cuticle,N,Skin,N,Hair,N,"Correct answer is ""Keratinized Epidermis"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Adaptation(s) of Osmoregulation in terrestrial animals is/are","Waterproof external covering",N,"Storing and excretion of solid waste",N,"Use of metabolic water and storing the waste",N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,HOMEOSTASIS,"Osmoregulation: Adaptation and problems","Osmoregulation: Adaptation and problems","Why animal cell burst when placed in hypotonic solution? ","Due to Shrinkage of the cell",N,"Due to the change in concentration of solution",N,"Due to continuous absorption of water and there is no cell wall to prevent the cell from bursting",Y,"Due to no protective covering",N,"Correct answer is ""Due to continuous absorption of water and there is no cell wall to prevent the cell from bursting"""
