grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","The energy source categorized into ",conventional,N,non-conventional,N,"both A and B",Y,"None of these",N,"Correct answer is ""both A and B"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Which of the following energy source used from ancient times?","conventional source of energy",Y,"non-conventional source of energy",N,"both A and B",N,"None of these",N,"Correct answer is ""conventional source of energy"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","_________ energy sources or unusual sources of energy are the new sources of energy","conventional source of energy",N,"non-conventional source of energy",Y,"both A and B",N,"None of these",N,"Correct answer is ""non-conventional source of energy"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Which of the following is a non-renewable resource? ","conventional source of energy",Y,"non-conventional source of energy",N,"both A and B",N,"None of these",N,"Correct answer is ""conventional source of energy"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Which of the following is an example of a conventional energy source?","fossil fuels",N,firewood,N,"sources of energy i.e. electricity, are coal, oil, wood, etc.",N,"all of these",Y,"Correct answer is ""all of these"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","The advantages of non-conventional sources of energy are that these are:","Abundant in nature",N,"Pollution free",N,Eco-friendly,N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Resource depletion is a term referring to: ","the consumption of a resource faster than it can be replenished",N,"exhaustion of raw materials within a region",N,"Both A and B",Y,"the measure of how much of your available resources you are currently using",N,"Correct answer is ""Both A and B"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Resources are commonly divided between ","renewable resources",N,"non-renewable resources",N,"both A and B",Y,"none of these",N,"Correct answer is ""both A and B"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","_________ is the main cause of resource depletion ",fishes,N,birds,N,mammals,N,man,Y,"Correct answer is ""man"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","The non-conventional sources of energy in Pakistan include:","wind energy",N,"hydroelectric power",N,"solar energy",N,"all of these",Y,"Correct answer is ""all of these"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Fossil fuels include:",Coal,N,Oil,N,Gas,N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Fossil fuels are:",renewable,N,non-renewable,Y,non-conventional,N,"None of these",N,"Correct answer is ""non-renewable"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Which of the following shows the disadvantages of non-conventional energy sources?","sources are often limited to producing energy only under certain circumstances",N,"sunny days are required for solar panels",N,"windy days for the windmills to work",N,"all of these",Y,"Correct answer is ""all of these"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","Earth day is celebrated on","22nd of May",N,"22nd of April",Y,"22nd of September",N,"22nd of August",N,"Correct answer is ""22nd of April"""
12,Biology,"MAN AND HIS ENVIRONMENT","Conventional and Non-conventional Energy Resources","Conventional and Non-conventional Energy Resources","The assessment of environmental impact prior to implementing any project, which can damage the environment, is taken up by: ","ministry of education",N,"ministry of environment",Y,"ministry of CBD",N,"None of these",N,"Correct answer is ""ministry of environment"""
