grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","Hershey and Chase set out to determine what molecule served as the unit of inheritance. Which molecular component of the T2 virus actually ended up inside the cell?","The protein coat",N,RNA,N,Ribosome,N,DNA,Y,"Correct answer is ""DNA"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","Choose the incorrect statement about the results of the Hershey-Chase Experiment","Radioactive labeled protein was found in the bacteria",Y,"Radioactive labeled DNA was found in the bacteria",N,"DNA was labeled with radioactive phosphorus",N,"Protein was labeled with radioactive sulfur",N,"Correct answer is ""Radioactive labeled protein was found in the bacteria"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","According to this model, the two parental DNA strands separate and each of these strands then serves as a template for the synthesis of a new DNA strand. The result is two DNA double helices, both of which consist of one parental and one new strand",conservative,N,semi-conservative,Y,dispersive,N,"none of these",N,"Correct answer is ""semi-conservative"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","This model states that after replication has occurred one daughter molecule contains both parental DNA strands, and the other daughter molecule contains DNA strands of all newly-synthesized material.",conservative,Y,semi-conservative,N,dispersive,N,"none of these",N,"Correct answer is ""conservative"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","This model explains that during DNA replication, the parental DNA molecule is dispersed into its nucleotide, then these nucleotide combine together with new nucleotide to form two new daughter DNA molecules.",conservative,N,semi-conservative,N,dispersive,Y,"none of these",N,"Correct answer is ""dispersive"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","There were _____ models suggested for DNA replication",5,N,2,N,3,Y,4,N,"Correct answer is ""3"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","Model(s) suggested for DNA replication include: ",conservative,N,semi-conservative,N,dispersive,N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","<img src=""https://learningpitch.com/storage/images/63aac166c5581.png""> The diagram shows ______ model of DNA replication ",conservative,N,semi-conservative,Y,dispersive,N,"none of these",N,"Correct answer is ""semi-conservative"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","Which of the following facts did Hershey and Chase make use of in trying to determine whether DNA or protein is the genetic material?","DNA contains sulfur, whereas protein does not",N,"DNA contains phosphorus, whereas protein does not",Y,"DNA contains nitrogen, whereas protein does not",N,"DNA contains purines, whereas protein includes pyrimidines",N,"Correct answer is ""DNA contains phosphorus, whereas protein does not"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","<img src=""https://learningpitch.com/storage/images/63aac1671c98c.png""> The diagram shows ______ model of DNA replication ",conservative,Y,semi-conservative,N,dispersive,N,"none of these",N,"Correct answer is ""conservative"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","The final proof for DNA as the genetic material came from the experiments of :",Griffith,N,"Hershey and Chase",Y,"Avery, Mcleod and McCarty",N,"Hargobind Khorana",N,"Correct answer is ""Hershey and Chase"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","Bacteriophages are",Viruses,Y,Bacteria,N,Prions,N,Viroids,N,"Correct answer is ""Viruses"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","<img src=""https://learningpitch.com/storage/images/63aac1676306a.png""> The diagram shows ______ model of DNA replication ",conservative,N,semi-conservative,N,dispersive,Y,"none of these",N,"Correct answer is ""dispersive"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","The experiment done by _______ demonstrated that DNA replicated semi-conservatively",Darwin,N,Mendel,N,"Meselson and Stahl",Y,Pasture,N,"Correct answer is ""Meselson and Stahl"""
12,Biology,"CHROMOSOME AND DNA","DNA as the Hereditary Material and Models of DNA Replication","DNA as the Hereditary Material and Models of DNA Replication","The process of self synthesis of DNA molecule is called: ","DNA replication",Y,"protein replication",N,"RNA replication",N,"None of these",N,"Correct answer is ""DNA replication"""
