grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Chromosome is made of:","2 chromatids +1 centromere +secondary constriction",Y,"1 chromated + 1 centromere + primary constriction",N,"2 chromatids + 1 centromere + primary constriction",N,"2 chromatids + 2 centromere + secondary constriction",N,"Correct answer is ""2 chromatids +1 centromere +secondary constriction"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Chromosomes are composed of:","40% protein and 60% DNA",N,"50% protein and 50% DNA",N,"70% protein and 30% DNA",N,"60% protein and 40% DNA",Y,"Correct answer is ""60% protein and 40% DNA"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","An average-sized human chromosome has approximately _____ cm long DNA",1,N,2,N,5,Y,8,N,"Correct answer is ""5"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","A typical human chromosome contains _________ nucleotides in its DNA","240 million",N,"140 million",Y,"190 million",N,"160 million",N,"Correct answer is ""140 million"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","A portion of chromatin that is condensed only during cell division is",Euchromatin,Y,Heterochromatin,N,Biochromatin,N,Nucleochromatin,N,"Correct answer is ""Euchromatin"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Centromere represents:","Primary constriction",Y,"Secondary constriction",N,"Tertiary constriction",N,"Quaternary constriction",N,"Correct answer is ""Primary constriction"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Rod like chromosomes with one arm very small and other very long, the centromere is sub terminal",Metacentric,N,"Sub-meta centric",N,Acrocentric,Y,Telocentric,N,"Correct answer is ""Acrocentric"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","The terminal ends of chromosomes are called: ",Acrocentric,N,Chromatids,N,Telomere,Y,Centromere,N,"Correct answer is ""Telomere"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Chromatids of two different homologous chromosomes are called","Sister chromatids",N,"Non-sister chromatids",Y,"Homologous chromosome",N,"None of these",N,"Correct answer is ""Non-sister chromatids"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Chromosomes with equal arms ",Sub-metacentric,N,Metacentric,Y,Acrocentric,N,Telocentric,N,"Correct answer is ""Metacentric"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","The amount of DNA in chromosomes is ",20%,N,40%,Y,60%,N,80%,N,"Correct answer is ""40%"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","The ______ pairs contain both morphologically similar members with same set of genes",Homologous,Y,Analogous,N,Heterogeneous,N,"None of these",N,"Correct answer is ""Homologous"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Chromosomes with unequal arms",Metacentric,N,"Sub-meta centric",Y,Acrocentric,N,Telocentric,N,"Correct answer is ""Sub-meta centric"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","The centromere is sub terminal",Metacentric,N,"Sub-meta centric",N,Acrocentric,Y,Telocentric,N,"Correct answer is ""Acrocentric"""
12,Biology,"CHROMOSOME AND DNA","Morphology of Chromosome","Morphology of Chromosome","Location of centromere at the end of chromosomes",Metacentric,N,"Sub-meta centric",N,Acrocentric,N,Telocentric,Y,"Correct answer is ""Telocentric"""
