grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","The heredity units what we call genes today, were proposed by Mendel as ""__________""",elementens,Y,Items,N,"Gene pool",N,Antigen,N,"Correct answer is ""elementens"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","________introduced the term ""gene"" ",Walther,N,Weldeyer,N,"Wilhelm Johansson",Y,Corren,N,"Correct answer is ""Wilhelm Johansson"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Wilhelm Johansson introduced the term ""gene"" for the basic unit of heredity in ",1789,N,1909,Y,1456,N,1899,N,"Correct answer is ""1909"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","""_________"" the basic unit of heredity",Alleles,N,Genes,Y,"Gene pool",N,Antigen,N,"Correct answer is ""Genes"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","______ are the basic units of inheritance",Alleles,N,Genes,Y,"Gene pool",N,Antigen,N,"Correct answer is ""Genes"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Chromatids of two different homologous chromosomes are called","Sister chromatids",N,"Non-sister chromatids",Y,"Homologous chromosome",N,"None of these",N,"Correct answer is ""Non-sister chromatids"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","The ______ pairs contain both morphologically similar members with same set of genes",Homologous,Y,Analogous,N,Heterogeneous,N,"None of these",N,"Correct answer is ""Homologous"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Alternative form of the same gene in a population at any one time is called ____",Genotype,N,Phenotype,N,Locus,N,Alleles,Y,"Correct answer is ""Alleles"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","The total aggregate of genes in a population at any one time is called ____",Genotype,N,Phenotype,N,"Gene pool",Y,Alleles,N,"Correct answer is ""Gene pool"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Wilhelm Johansson introduced the term ________ ",Alleles,N,Genes,Y,"Gene pool",N,Antigen,N,"Correct answer is ""Genes"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Allele is: ","Alternative form of the gene on the same locus",Y,"Unit of heredity",N,"Location of a specific gene on chromosome",N,"None of these",N,"Correct answer is ""Alternative form of the gene on the same locus"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","Locus is:","Alternative form of the gene on the same locus",N,"Unit of heredity",N,"Location of a specific gene on chromosome",Y,"None of these",N,"Correct answer is ""Location of a specific gene on chromosome"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","<img src=""https://learningpitch.com/storage/images/63aac0b7e37b5.png""> What does A represent in the given diagram?",replication,N,"sister chromatids",N,chromatids,N,centromere,Y,"Correct answer is ""centromere"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","<img src=""https://learningpitch.com/storage/images/63aac0b7e37b5.png""> What does B represent in the given diagram?",replication,Y,"sister chromatids",N,chromatids,N,centromere,N,"Correct answer is ""replication"""
12,Biology,"CHROMOSOME AND DNA","Concept of Gene","Concept of Gene","<img src=""https://learningpitch.com/storage/images/63aac0b7e37b5.png""> What does D represent in the given diagram?",replication,N,"sister chromatids",Y,chromatids,N,centromere,N,"Correct answer is ""sister chromatids"""
