grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The central role of chromosome in heredity was proposed by ","Walter Sutton",N,"Walther Fleming",N,Mendel,N,"Karl Correns",Y,"Correct answer is ""Karl Correns"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Chromosomal theory of Inheritance was proposed by ","Walter Sutton",Y,"Walther Fleming",N,Mendel,N,"Karl Correns",N,"Correct answer is ""Walter Sutton"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The strong evidence in support of chromosomal theory of inheritance was given by ","Walter Sutton",N,"T.H Morgan",Y,Mendel,N,"Karl Correns",N,"Correct answer is ""T.H Morgan"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Who is famous for his experimental research with the fruit fly (Drosophila)?","Carl Correns",N,Morgan,Y,"Walter Sutton",N,"Theodor Boveri",N,"Correct answer is ""Morgan"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","For the first time, the relationship of heredity units with chromosomes was put forward in 1900 by a German geneticist ","Walter Fleming",N,"Robert Hook",N,"Carl Correns",Y,Waldeyer,N,"Correct answer is ""Carl Correns"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Sex determination in Drosophila was done by:",T.H.Morgan,Y,"Rudolf Virchow",N,Bateson,N,"Gregor John Mendel",N,"Correct answer is ""T.H.Morgan"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Experimentation on Drosophila was done by: ",T.H.Morgan,Y,"Rudolf Virchow",N,Bateson,N,"Gregor John Mendel",N,"Correct answer is ""T.H.Morgan"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The chromosomal theory of inheritance is the idea that ""genes, the units of inheritance, are found in the _______",Centromere,N,Chromatids,N,Chromosomes,Y,Kinetochore,N,"Correct answer is ""Chromosomes"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","__________ act as carriers of heredity",Centromere,N,Chromatids,N,Chromosomes,Y,Kinetochore,N,"Correct answer is ""Chromosomes"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The term Chromosomes is given by German embryologist Walter Fleming in ",1880,N,1882,Y,1884,N,1886,N,"Correct answer is ""1882"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Chromosomal theory of Inheritance was proposed by ","Walter Sutton",Y,"Walther Fleming",N,Mendel,N,"Karl Correns",N,"Correct answer is ""Walter Sutton"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The term Chromosomes was propsoed by ",Waldeyer,Y,"Robert Hook",N,"Robert Brown",N,Darwin,N,"Correct answer is ""Waldeyer"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","Chromosomes were first observed by: ","Walter Fleming",Y,"Robert Hook",N,"Robert Brown",N,Darwin,N,"Correct answer is ""Walter Fleming"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","The term ____________is given by German embryologist Walter Fleming in 1882",Centromere,N,Chromatids,N,Chromosomes,Y,Nucleus,N,"Correct answer is ""Chromosomes"""
12,Biology,"CHROMOSOME AND DNA","Chromosomal Theory of Inheritance ","Chromosomal Theory of Inheritance ","For the first time, the relationship of heredity units with chromosomes was put forward in ",1789,N,1800,N,1900,Y,1777,N,"Correct answer is ""1900"""
