grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Which of the following phase is characterized by the formation of replication bubble and replication fork ?","Initiation phase",Y,"extension phase",N,"termination phase",N,Transcription,N,"Correct answer is ""Initiation phase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Initiation phase is characterized by","the formation of replication bubble",N,"the formation of replication fork",N,"Both a and b",Y,"none of these",N,"Correct answer is ""Both a and b"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","__________ is the formation of daughter strands","Initiation phase",N,"extension phase",Y,"termination phase",N,Transcription,N,"Correct answer is ""extension phase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Which of the following phase is characterized by the replacement of primers by DNA nucleotide and joining of okazaki fragments in lagging strand to form a continuous strand ","Initiation phase",N,"extension phase",N,"termination phase",Y,Transcription,N,"Correct answer is ""termination phase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","termination phase is characterized by","the replacement of primers by DNA nucleotide",N,"joining of okazaki fragments in lagging strand to form a continuous strand",N,"Both a and b",Y,"none of these",N,"Correct answer is ""Both a and b"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","The discontinuously growing strand is called: ","lagging strand",Y,"leading strand",N,"Both a and b",N,"none of these",N,"Correct answer is ""lagging strand"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","The continuously growing strand is called: ","lagging strand",N,"leading strand",Y,"Both a and b",N,"none of these",N,"Correct answer is ""leading strand"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","DNA polymerases can “check their work” with each base that they add. This process is called",Correction,N,Balance,N,proofreading,Y,"None of these",N,"Correct answer is ""proofreading"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","The joining of Okazaki fragments is carried out by ",restriction,N,"DNA ligase",Y,lipase,N,protease,N,"Correct answer is ""DNA ligase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","The process of self synthesis of DNA molecule is called: ","DNA replication",Y,"protein replication",N,"RNA replication",N,"None of these",N,"Correct answer is ""DNA replication"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","During replication, Okazaki fragments elongate","leading strand towards the replication fork",N,"lagging strand towards the replication fork",N,"leading strand away from the replication fork",N,"lagging strand away from the replication fork",Y,"Correct answer is ""lagging strand away from the replication fork"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Which of the following enzymes separates the two strands of DNA during replication?",Gyrase,N,Topoisomerase,N,Helicase,Y,"DNA polymerase",N,"Correct answer is ""Helicase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Protein helping in opening of DNA double helix in front of replication fork is","DNA polymerase I",N,"DNA gyrase",Y,"DNA ligase",N,"DNA topoisomerase",N,"Correct answer is ""DNA gyrase"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","Gene expression or protein synthesis includes: ",transcription,N,translation,N,"both A and B",Y,none,N,"Correct answer is ""both A and B"""
12,Biology,"CHROMOSOME AND DNA","Mechanism of DNA Replication","Mechanism of DNA Replication","The 3’ – 5’ phosphodiester linkage joins","two DNA strands",N,"two nucleotides",Y,"a nitrogenous base with pentose sugar",N,"two nucleosides",N,"Correct answer is ""two nucleotides"""
