grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,Measurement,Measurement,Dimensions,"The dimension of force is","\(\text{MLT}\)",N,"\(\text{ML}T^{- 2}\)",Y,"\(\text{ML}\)",N,"\(ML^{2}\)",N,"Correct answer is ""\(\text{ML}T^{- 2}\)"""
11,Physics,Measurement,Measurement,Dimensions,"\(ML^{- 1}T^{2}\) is the dimension of",Force,N,Pressure,Y,Momentum,N,Energy,N,"Correct answer is ""Pressure"""
11,Physics,Measurement,Measurement,Dimensions,"Which of the following is dimensionless?","Refractive Index",Y,"Specific Heat",N,"Universal Gravitation Constant",N,Momentum,N,"Correct answer is ""Refractive Index"""
11,Physics,Measurement,Measurement,Dimensions,"What are the dimensions of planks constant?","\(LT^{- 1}\)",N,"\(ML^{2}T^{2}\)",N,"\(ML^{2}T^{- 1}\)",Y,"\(T\)",N,"Correct answer is ""\(ML^{2}T^{- 1}\)"""
11,Physics,Measurement,Measurement,Dimensions,"What are the dimensions of Potential Difference?","\(ML^{2}T^{- 3}I^{- 1}\)",Y,"\(M^{2}LT^{3}I\)",N,"\(\text{MLTI}\)",N,"\(\text{ML}T^{3}I^{- 1}\)",N,"Correct answer is ""\(ML^{2}T^{- 3}I^{- 1}\)"""
11,Physics,Measurement,Measurement,Dimensions,"What are the dimensions of Resistance?","\(ML^{2}T^{- 3}I^{- 1}\)",N,"\(M^{2}LT^{3}I\)",N,"\(ML^{2}T^{- 3}I^{- 2}\)",Y,"\(\text{ML}T^{3}I^{- 1}\)",N,"Correct answer is ""\(ML^{2}T^{- 3}I^{- 2}\)"""
11,Physics,Measurement,Measurement,Dimensions,"\(ML^{- 1}T^{- 2}\) is the dimensional formula of {~~~~~~~~~~~~~~~~~.}","coefficient of linear thermal expansion",N,"coefficient of friction",N,"modulus of elasticity",N,"none of these",Y,"Correct answer is ""none of these"""
11,Physics,Measurement,Measurement,Dimensions,"The dimensional formula of coefficient of viscosity is","\(\text{ML}T^{- 1}\)",N,"\(M^{- 1}L^{2}T^{- 2}\)",N,"\(ML^{- 1}T^{- 1}\)",Y,"none of these",N,"Correct answer is ""\(ML^{- 1}T^{- 1}\)"""
11,Physics,Measurement,Measurement,Dimensions,"On the basis of dimensional equation, the maximum number of unknown that can be found, is",one,N,two,N,three,Y,four,N,"Correct answer is ""three"""
11,Physics,Measurement,Measurement,Dimensions,"Dimensional formula of latent heat {~~~~~~~~~~~~~~~~~~~~~~~~.}","\(M^{0}L^{2}T^{- 2}\)",Y,"\(\text{ML}T^{- 2}\)",N,"\(ML^{2}T^{- 2}\)",N,"\(ML^{2}T^{- 2}\)",N,"Correct answer is ""\(M^{0}L^{2}T^{- 2}\)"""
11,Physics,Measurement,Measurement,Dimensions,"Which of the following Physical quantity is a dimension less quantity?",Momentum,N,Strain,Y,Velocity,N,Mass,N,"Correct answer is ""Strain"""
11,Physics,Measurement,Measurement,Dimensions,"Dimensions of pressure is","\(ML^{- 1}T^{- 2}\)",Y,"\(\text{ML}\)\textsuperscript{3}",N,"\(\text{MLT}\)",N,"\(MT^{- 2}\)\textsuperscript{1}",N,"Correct answer is ""\(ML^{- 1}T^{- 2}\)"""
11,Physics,Measurement,Measurement,Dimensions,"Which one of the following represents the dimensions of power?","\(LT^{2}\)",N,"\(\text{ML}\)",N,"\(ML^{2}T^{- 3}\)",Y,"\(L\)\\",N,"Correct answer is ""\(ML^{2}T^{- 3}\)"""
11,Physics,Measurement,Measurement,Dimensions,"The dimensions of impulse are the same as that of",energy,N,work,N,power,N,momentum,Y,"Correct answer is ""momentum"""
11,Physics,Measurement,Measurement,Dimensions,"The dimensions of momentum is same as that of","change in energy",N,work,N,power,N,"change in momentum",Y,"Correct answer is ""change in momentum"""
11,Physics,Measurement,Measurement,Dimensions,"In physics, the term ``dimension'' represents the","mechanical nature of a quantity",N,"chemical nature of a quantity",N,"physical nature of a quantity",Y,"electrical nature of a quantity",N,"Correct answer is ""physical nature of a quantity"""
11,Physics,Measurement,Measurement,Dimensions,"The dimensions of angular momentum are similar to that of",energy,N,heat,N,work,N,"none of these",Y,"Correct answer is ""none of these"""
11,Physics,Measurement,Measurement,Dimensions,"The unit of dimensions of which of the following pairs of physical quantities are identical?","impulse and momentum",Y,"stress and strain",N,"pressure and density",N,"gravitational potential and energy",N,"Correct answer is ""impulse and momentum"""
11,Physics,Measurement,Measurement,Dimensions,"Which of the following pair has not the same dimension?","Impulse, linear momentum",Y,"Force and surface tension",N,"Stress and pressure",N,"None of these",N,"Correct answer is ""Impulse, linear momentum"""
