grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","For the power percentage, uncertainties is multiplied with ________.",base,N,power,Y,percentage,N,number,N,"Correct answer is ""power"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","The sum of the three numbers, 2.7543, 4.10 and 1.273, up to correct decimal places is _________.",8.1,N,8.1273,N,8.13,Y,8.127,N,"Correct answer is ""8.13"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","An accurate measurement is one which has less",precision,N,"absolute uncertainty",N,"fractional uncertainty",Y,"none of these",N,"Correct answer is ""fractional uncertainty"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","When marking the absolute uncertainty in a piece of data, we simply ____ of the smallest significant figure.","add ± 1",Y,"multiply ± 1",N,"add ± 2",N,"multiply ± 2",N,"Correct answer is ""add ± 1"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","To calculate the fractional uncertainty of a piece of data we simply ________ the uncertainty by the value of the data.",add,N,subtract,N,multiply,N,divide,Y,"Correct answer is ""divide"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","Find the fractional uncertainty of 1.2 s ± 0.1.",0.625,N,0.00625,N,0.0625,Y,6.25,N,"Correct answer is ""0.0625"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","To calculate the ____________ uncertainty of a piece of data we simply multiply the fractional uncertainty by 100.",absolute,N,fractional,N,percentage,Y,"none of these",N,"Correct answer is ""percentage"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","When marking the __________ uncertainty in a piece of data, we simply add ± 1 of the smallest significant figure.",absolute,Y,fractional,N,percentage,N,"none of these",N,"Correct answer is ""absolute"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","To calculate the __________ uncertainty of a piece of data we simply divide the uncertainty by the value of the data.",absolute,N,fractional,Y,percentage,N,"none of these",N,"Correct answer is ""fractional"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","To calculate the percentage uncertainty of a piece of data we simply multiply the fractional uncertainty by _____.",50,N,100,Y,150,N,200,N,"Correct answer is ""100"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","When performing additions and subtractions we simply need to add together the _________ uncertainties.",absolute,Y,fractional,N,percentage,N,"none of these",N,"Correct answer is ""absolute"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","Add the values 1.2 ± 0.1, 12.01 ± 0.01, 7.21 ± 0.01?","20.42 ± 0.12",Y,20.42,N,"± 0.12",N,"none of these",N,"Correct answer is ""20.42 ± 0.12"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","When performing ____________, or, dealing with powers, we simply add together the percentage uncertainties.","multiplications and divisions",Y,"multiplications and subtraction",N,"multiplications and addition",N,"subtraction and divisions",N,"Correct answer is ""multiplications and divisions"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","Calculate the area of a field if its length is 12 ± 1 m and width is 7 ± 0.2 m.","\(84 ± 10 m^2\)",Y,"\(80 ± 10 m^2\)",N,"\(84 m^2 \)",N,"\(± 10 m^2\)",N,"Correct answer is ""\(84 ± 10 m^2\)"""
11,Physics,Measurement,Measurement,"Further discussion on error and uncertainties","The radius of a circle is x = (3.0 ± 0.2) cm. Find the circumference and its uncertainty.","18.850 cm,(18.8 ± 1.3) cm",Y,"(18.8 ± 1.3) cm",N,"16 cm,18.8 cm",N,"18.8 cm,± 1.3 cm",N,"Correct answer is ""18.850 cm,(18.8 ± 1.3) cm"""
