grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Displacement of a __________ body at any instant is its distance from the equilibrium position at that instant. ",Mass,N,Weight,N,Vibrating,Y,Human,N,"Correct answer is ""Vibrating"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","The vibratory motion of mass attached to a spring is characteristic of a large and important class of oscillatory phenomena called ________. ","Simple harmonic motion",Y,"simple pendulum",N,"Example of simple harmonic motion",N,"Example simple pendulum",N,"Correct answer is ""Simple harmonic motion"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Statement: Water in a U-tube executes simple harmonic motion. The time period for mercury filled up to the same height in the U-tube be greater than that in case of water. Reason: The amplitude of an oscillating pendulum goes on increasing.","Both statement and reason are true and the reason is the correct explanation of the statement",N,"Both statement and reason are true but the reason is not the correct explanation of the statement",N,"Statement is true, but the reason is false",N,"Statement and reason are false",Y,"Correct answer is ""Statement and reason are false"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Vibratory motion is a ‘to and fro’ motion about a _________ position.",desired,N,mean,Y,extreme,N,"both mean and extreme",N,"Correct answer is ""mean"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Motion which repeats itself after certain interval of time is known as ____________ motion.",distributed,N,repeating,N,uniform,N,periodic,Y,"Correct answer is ""periodic"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","A complete trip from one extreme position to other extreme position and then back to the first extreme position is called a ______________.",journey,N,repetition,N,vibration,Y,"none of these",N,"Correct answer is ""vibration"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","An oscillator executes motion under ___________.","elastic restoring force",Y,"applied force",N,"gravitational force",N,"periodic force",N,"Correct answer is ""elastic restoring force"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","The S.H.M is directed towards ____________.","mean position",Y,"extreme position",N,"along tangent",N,"perpendicular to motion",N,"Correct answer is ""mean position"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Acceleration is directed towards ___________ position.",mean,Y,extreme,N,"all point",N,"none of these",N,"Correct answer is ""mean"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Which of the following is not condition of simple harmonic motion?","To and fro motion of a body",N,"It must have inertia and restoring force",N,a∝-x,N,a∝x,Y,"Correct answer is ""a∝x"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Simple pendulum are the example of ","free oscillations",Y,"linear motion",N,"circular motion",N,"rotational motion",N,"Correct answer is ""free oscillations"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","The oscillations of a body when it oscillates with its own frequency are called _______ oscillations.",free,Y,forced,N,damped,N,"none of these",N,"Correct answer is ""free"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","The conditions for simple harmonic motion is  ","There must be an elastic restoring force acting on the system",N,"The system must have inertia",N,"The acceleration of the system should be directly proportional to its displacement and is always directed to mean position",N,"All of these",Y,"Correct answer is ""All of these"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","If an object moves back and forth repeatedly around a mean position is called",oscillating,Y,revolving,N,rotating,N,motion,N,"Correct answer is ""oscillating"""
11,Physics,Oscillations,Oscillations,"Oscillations & Simple Harmonic Motion","Which of the following variables has zero value at the extreme position in SHM?",Acceleration,N,Speed,Y,Displacement,N,"Angular frequency",N,"Correct answer is ""Speed"""
