grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","In Fresnel diffraction the separation of aperture is:","Small and screen can be at small distance from aperture",Y,"Large and screen can be at any distance from aperture",N,"Intermediate and screen can be at any distance",N,"Intermediate and screen can be at intermediate distance from the aperture.",N,"Correct answer is ""Small and screen can be at small distance from aperture"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","In diffraction of x-rays through crystal, the inter planer distance distance between two layers of crystal. can be found by using:","Maxwell equation",N,"Newton equation",N,"Bragg’s equation",Y,"Huygens principle",N,"Correct answer is ""Bragg’s equation"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","When a soap film or oil film. on water is observed in day light it exhibits beautiful colors due to:",Dispersion,N,Refraction,N,Reflection,N,Interference,Y,"Correct answer is ""Interference"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","In diffraction of x-rays by crystal the space between two layers of a crystal acts as:","Source of light",N,Slit,N,"Secondary source of light",Y,"Wave front",N,"Correct answer is ""Secondary source of light"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","Wavelength of x-rays is of the order of","\(0.1A˚\)",N,"\(1A˚\)",N,"\(100A˚\)",N,"\(1000A˚\)",N,"Correct answer is """""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","From diffraction of x-rays through crystal, the diffraction pattern obtained, gives the information about:","The geometrical spacing of atom",Y,"Number of atoms",N,"Magnetic property",N,"Electrical property",N,"Correct answer is ""The geometrical spacing of atom"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","When a ray of light passes from rarer to denser medium, is suffers a phase change of","\(90˚\)",N,"\(45˚\)",N,"\(30˚\)",N,"\(180˚\)",Y,"Correct answer is ""\(180˚\)"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","If the atomic numbers of the zirconium, molybdenum, palladium and tin are 40,42,46 and 50 respectively, the suitable filter for x-radiation from molybdenum is",Zirconium,Y,Palladium,N,Tin,N,"All of the above",N,"Correct answer is ""Zirconium"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","Filters used in XRD may eliminate","\(K_{\alpha_{1}}\)",N,"\(K_{\beta}\)",Y,"\(K_{\alpha_{2}}\)",N,"All of the above",N,"Correct answer is ""\(K_{\beta}\)"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","X-rays are generated by","Geiger tube",N,Goniometer,N,"Coolidge tube",Y,Rotameter,N,"Correct answer is ""Coolidge tube"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","Collimators used in XRD are made up of","Thin quartz tube",N,"Thin glass plates",N,"Thin metal plates",Y,"All of the above",N,"Correct answer is ""Thin metal plates"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","The relationship between minimum wavelength of X-radiation generated from a target metal and applied voltage is given by","Bragg’s equation",N,"Moseley equation",N,"Illkovik equation",N,"Duane-Hunt equation",Y,"Correct answer is ""Duane-Hunt equation"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","As the applied voltage increases, the minimum wavelength of X-radiation from a metal",Increases,N,Decreases,Y,"Remains same",N,"Variable with metal",N,"Correct answer is ""Decreases"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","As the atomic number increases, the frequency of X-radiation from a target material",Increases,Y,Decreases,N,"Remains same",N,"Variable with metal",N,"Correct answer is ""Increases"""
11,Physics,"Physical Optics","Physical Optics","Diffraction of X Rays by Crystal","If the atomic number of copper and molybdenum are 29 and 42 respectively, longer wavelengths of K a line is produced by",Copper,Y,Molybdenum,N,"Both Copper and Molybdenum",N,"None of these",N,"Correct answer is ""Copper"""
