grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","By the mid-17th century, dominant theory about light was _____________ theory. ",Corpuscular,Y,Wave,N,Dual-Nature,N,"None of these",N,"Correct answer is ""Corpuscular"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","The phenomena(s) which supported Corpuscular Theory of light is/are: ","Light can travel in vacuum",N,"Light casts shadow",N,"Refraction of Light",N,"Both Light can travel in vacuum and Light casts shadow",Y,"Correct answer is ""Both Light can travel in vacuum and Light casts shadow"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","James Clarke Maxwell put forward the idea that simultaneously changing electric and magnetic fields produces _____________ waves.",electric,N,magnetic,N,electromagnetic,Y,radio,N,"Correct answer is ""electromagnetic"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Electromagnetic waves of light consist of electric field & magnetic field which are ___________.",parallel,N,"inclined at 45°",N,antiparallel,N,perpendicular,Y,"Correct answer is ""perpendicular"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Maxwell determined speed of electromagnetic waves to be _________________. ","\(2.99 × 10^8  km/s \)",N,"\(29.9 × 10^8  m/s \)",N,"\(299 × 10^8  m/s \)",N,"\(2.99 × 10^8  m/s \)",Y,"Correct answer is ""\(2.99 × 10^8  m/s \)"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Einstein explained the phenomena of __________________. ","Photo magnetic effect",N,"Photoelectric effect",Y,"Photo metallic effect",N,"None of these",N,"Correct answer is ""Photoelectric effect"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Photoelectric effect explains ________ nature of light.",wave,N,particle,Y,"both wave and particle",N,"none of these",N,"Correct answer is ""particle"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Light possess___________.","Transverse nature",N,"Electromagnetic nature",N,"Dual nature",Y,"All of them",N,"Correct answer is ""Dual nature"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Wave front near the point source is ___________.",parallel,N,plane,N,spherical,Y,conical,N,"Correct answer is ""spherical"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","The locus of all point in same state of vibration is ___________.","half period zone",N,"half wave zone",N,"wave front",Y,"none of these",N,"Correct answer is ""wave front"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","A normal line to the wave fronts, indicating the direction of motion of the waves, is called a __________.","Normal line",N,Wave-let,N,Ray,Y,"None of these",N,"Correct answer is ""Ray"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Reflected rays undergo change out of phase ___________.",90°,N,0°,N,180°,Y,360°,N,"Correct answer is ""180°"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Electromagnetic theory of light was proposed by",Faraday,N,Maxwell,Y,Ampere,N,De-Alembert,N,"Correct answer is ""Maxwell"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Following color(s) is (are) called the primary color(s) of light",Red,N,Green,N,Blue,N,All,Y,"Correct answer is ""All"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","When light is incident on a substance, it can be",Absorbed,N,Reflected,N,Transmitted,N,"All of the above",Y,"Correct answer is ""All of the above"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","The light travels from sun to earth by","Conduction Only",N,"Radiation only",Y,"Both conduction and convection",N,"Both conduction and radiation",N,"Correct answer is ""Radiation only"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","The locus of all points in the same phase of vibrations is","Wave front",Y,interference,N,Diffraction,N,Polarization,N,"Correct answer is ""Wave front"""
11,Physics,"Physical Optics","Physical Optics","Introduction to Physical Optics","Huygens’s concept of secondary wave is used to:","Determine the velocity of light",Y,"Explain polarization",N,"Locate the wave front",N,"Find the power of lens",N,"Correct answer is ""Determine the velocity of light"""
