grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","When a satellite is falling freely in space, everything within this freely falling system will appear to be _____________.","have some mass",N,"attracted towards heavy body",N,weightless,Y,"None of these",N,"Correct answer is ""weightless"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The objects scientists sent to the space and they revolves around the Earth are termed as","natural satellites",N,"artificial satellites",Y,"solar cars",N,robots,N,"Correct answer is ""artificial satellites"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The apparent weight of a man in an ascending lift moving with acceleration “a”:",Increases,Y,Decreases,N,"Remains constant",N,"Becomes zero",N,"Correct answer is ""Increases"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The apparent weight of a man in a lift moving down with an acceleration of 9.8 \( ms^(-2)\) is:",Zero,Y,"9.8 N",N,"19.6 N",N,Infinity,N,"Correct answer is ""Zero"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","If the projectile is thrown successively at larger speeds, then during its free fall to earth the curvature of the path _____________ with increasing horizontal speeds.",decreases,Y,increases,N,"remain constant",N,"None of these",N,"Correct answer is ""decreases"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","When a lift is moving upward with a uniform velocity, the apparent weight of a body inside the lift will be","equal to its actual weight",N,"less than the actual weight",N,"more than the actual weight",Y,zero,N,"Correct answer is ""more than the actual weight"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","Free falling bodies","Have maximum weight",N,"Have minimum weight",N,"Have no weight",Y,"Any weight",N,"Correct answer is ""Have no weight"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","When an upward acceleration of an elevator is increased, the weight of the body in it is ",Zero,N,"Further increased",Y,Negative,N,Constant,N,"Correct answer is ""Further increased"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The apparent weight of a man in an ascending lift moving with acceleration “a”:",Increases,Y,Decreases,N,"Remains constant",N,"Becomes zero",N,"Correct answer is ""Increases"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","When the lift fall freely then spring balance measures _______ reading.",accurate,N,precise,N,wrong,N,zero,Y,"Correct answer is ""zero"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The center of gravity may be defined as a point at which","Gravitational force acts",N,"The weight of the body acts",Y,"The body acceleration due to gravity",N,"The body stops its motion",N,"Correct answer is ""The weight of the body acts"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","A bird resting on the floor of an air tight box which is being carried by a boy starts flying. The boy will feel that the box is now",Heavier,N,Lighter,N,"Shows no change in weight",Y,"Lighter in the beginning and heavier afterwards",N,"Correct answer is ""Shows no change in weight"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The weight of an object would be minimum when it is placed","At the equator",N,"At the South Pole",N,"At the North Pole",N,"At the center of the earth",Y,"Correct answer is ""At the center of the earth"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The weight of a body is minimum at ","The equator",Y,"The poles",N,"A place in between pole and equator",N,"none of these",N,"Correct answer is ""The equator"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","The weight of a man in an elevator moving down with an acceleration of \(9.8 m / s_2 \) will become ",Double,N,Half,N,Zero,Y,Unchanged,N,"Correct answer is ""Zero"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","Freely falling bodies in closed system are in a state of ",Rest,N,"Static equilibrium",N,"Dynamic equilibrium",N,Weightlessness,Y,"Correct answer is ""Weightlessness"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","A boy standing in a lift falling freely under gravity releases a ball from his hand. As seen by him the ball ","Falls down",N,"Remains stationary",Y,"Goes up",N,"None of them",N,"Correct answer is ""Remains stationary"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","A body in satellite orbiting around the earth is weight less because ","It is essentially a free failing body",Y,"earth is also rotating",N,"The moon attracts the body with a force equal to its weight",N,"None of these",N,"Correct answer is ""It is essentially a free failing body"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","A person weighing 800 Newton on Earth travels to another planet with twice the mass and twice the radius of earth. The person's weight on this other planet is most nearly","400 N",Y,"802 N",N,800N,N,"1600 N",N,"Correct answer is ""400 N"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","Astronauts in an orbiting space shuttle are 'weightless"" because ","Of their extreme distance from the earth",N,"The net gravitational force on them is zero",N,"The space shuttle does not rotate",N,"They are in a state of free fall",Y,"Correct answer is ""They are in a state of free fall"""
11,Physics,"Rotational and Circular Motion","Rotational and Circular Motion","Weightlessness & Artifical Gravity","An astronaut on the Moon simultaneously drops a feather and a hammer. The fact that they reach the surface at the same instant shows that ","No gravity forces act on a body in a vacuum.",N,"The acceleration due to gravity on the port is less than the acceleration due to gravity on the Earth.",N,"A hammer and feather have less mass on the Moon than on Earth.",N,"In the absence of air resistance all bodies at a given location fall with the same acceleration.",Y,"Correct answer is ""In the absence of air resistance all bodies at a given location fall with the same acceleration."""
