grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","The ksp for the reaction will be \(AgCI\)\rightleftharpoons \({Ag^+}\) + \({Cl^-}\)","\(Ksp\; = \frac{{\left[ {AgCl} \right]}}{{\left[ {A{g^ + }} \right]\left[ {C{l^ - }} \right]}}\)",N,"\(Ksp\; = \;\left[ {Ag + \left] \; \right[Cl - } \right]\)",Y,"\(Ksp\; = \frac{{\left[ {A{g^ + }} \right]\left[ {C{l^ - }} \right]}}{{\left[ {AgCl} \right]}}\)",N,"\(Ksp\; = \;\left[ {AgCl} \right]\)",N,"Correct answer is ""\(Ksp\; = \;\left[ {Ag + \left] \; \right[Cl - } \right]\)"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","Magnesium oxide is used in the making of the lining of blast furnaces. It is extracted from seawater as follows.  Aqueous calcium hydroxide is added to seawater. \(Ca{\left( {OH} \right)_2}_{\left( {aq} \right)} + MgC{l_2}_{\left( {aq} \right)}\) \to \(Mg{\left( {OH} \right)_2}_{\left( s \right)} + CaC{l_2}_{\left( {aq} \right)}\) The magnesium hydroxide is then filtered off and roasted. Which of the following comparisons between calcium and magnesium explains why magnesium hydroxide forms? ","Magnesium is less electropositive than calcium.",N,"Magnesium is lower than calcium in the reactivity series.",N,"The enthalpy changes of hydration for \(M{g^{2 + }}\) is less exothermic than for \(C{a_2} + {\left( {OH} \right)_2}\)",N,"The solubility product for \(Mg{\left( {OH} \right)_2}\) is lower than that for \(Ca{\left( {OH} \right)_2}\)",Y,"Correct answer is ""The solubility product for \(Mg{\left( {OH} \right)_2}\) is lower than that for \(Ca{\left( {OH} \right)_2}\)"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","Solubility product of AgCl is \(2.0 \times {10^{ - 10}}\;mo{l^2}\;d{m^{ - 6}}\). Maximum concentration of \(A{g^{ - 1}}\) ions in the solution is: ","\(2.0 \times {10^{ - 12}}\;mol.d{m^3}\)",N,"\(1.0 \times {10^{ - 12}}\;mol.d{m^{ - 3}}\;\)",N,"\(1.4 \times {10^{ - 5}}\;mol.d{m^{ - 3}}\;\)",Y,"\(2.5 \times {10^{ - 10}}\;mol.d{m^3}\)",N,"Correct answer is ""\(1.4 \times {10^{ - 5}}\;mol.d{m^{ - 3}}\;\)"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","Solubility of gases: ","Increase with pressure.",Y,"Decrease with pressure.",N,"Increase with temperature.",N,"Remains unchanged.",N,"Correct answer is ""Increase with pressure."""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","On dissociation \(AB{A^{}}\;{B^{}}\;\left[ {{A^{}}} \right]\left[ {{B^{}}} \right]\; = \;{K_{ionic}}\) the solution is ",Saturated,Y,Normal,N,"Super saturated",N,"Standard solution",N,"Correct answer is ""Saturated"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","Solubility product represented by ",Ksp,Y,Ks,N,Kc,N,Kp,N,"Correct answer is ""Ksp"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","Participation occurs when the product of ionic concentration is ","Greater than \({K_{SP}}\)",Y,"Equal to \({K_{SP}}\)",N,"Less than \({K_{SP}}\)",N,"Equal to unity",N,"Correct answer is ""Greater than \({K_{SP}}\)"""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect",,"Which expression represents the solubility product of lead (II) chloride?",N,"A. \(\left[ {P{b^{2 + }}} \right]{\left[ {C{l^ - }} \right]^2}\;\)",N,"B.  \(\frac{{\left[ {P{b^{2 + }}} \right]{{\left[ {C{l^ - }} \right]}^2}}}{{\left[ {PbC{l_2}} \right]}}\)",N,"C. \(\left[ {P{b^{2 + }}\left] \; \right[2C{l^ - }} \right]\;\)",N,"Correct answer is """""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","ANSWER: A","An acidified solution containing 0.10 \(mol/d{m^3}\) of zinc sulfate and 0.10 \(mol/d{m^3}\) of copper (II) sulphate is saturated with hydrogen sulfide at \({15^o}C\). The concentration of\(\;S_{\left( {aq} \right)}^{2 - }\) in the solution is 1\({0^{ - 35}}\;mol/d{m^3}\).  The solubility product of zinc sulfide at \({15^o}C\) is \({10^{ - 24}}\;\;mo{l^2}/d{m^6}\) and that of copper (II) sulfide is \({10^{40}}\;mo{l^2}/d{m^6}\).  Which statement describes what happens in the solution?",N,"A. No precipitate is formed",N,"B. Copper (II) sulfide only is precipitated",N,"C. Copper (II) sulfide is precipitated followed by zinc sulfide",N,"Correct answer is """""
11,Chemistry,"Chemical Equilibrium","Chemical Equilibrium","Solubility Product and Common Ion Effect","ANSWER: B","Which of the following is correct?",N,"A. If ionic product > \({K_{sp}}\), solution is unsaturated",N,"B. If ionic product < \({K_{sp}}\), solution is unsaturated",N,"C. If ionic product = \({K_{sp}}\), solution is supersaturated",N,"Correct answer is """""
