grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The lymphatic system consists of all the following except:",blood,Y,"lymph nodes",N,"lymphatic vessels",N,lymph,N,"Correct answer is ""blood"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Lymph nodes may be located in the human body in the tissues of the",neck,N,groin,N,"around the gut",N,"All of these",Y,"Correct answer is ""All of these"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The nodules of lymphoid tissue found in the wall of the intestinal tract are known as","Hashimoto’s nodes",N,"grave’s region",N,"di-george’s nodes",N,"Peyer’s patches",Y,"Correct answer is ""Peyer’s patches"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Those lymphatic vessels that are rich in fat","are found only in the brain",N,"are known as lacteals",Y,"enter the left atrium of the heart",N,"are found only within the spleen",N,"Correct answer is ""are known as lacteals"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The spleen is a ________sized organ","oval sized",N,fist-sized,Y,"spherical shape",N,"balloon shape",N,"Correct answer is ""fist-sized"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Where is the spleen situated?","Abdominal cavity",Y,"Pelvic cavity",N,"In the neck",N,Git,N,"Correct answer is ""Abdominal cavity"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","In the lymphatic system, lymph contains more _______than plasma",WBCs,Y,RNA,N,DNA,N,Henle,N,"Correct answer is ""WBCs"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The lymphatic tissue are present under the mucous membrane which lines nose, mouth and pharynx and it is called as ",Larynx,N,Pharynx,N,Epiglottis,N,Tonsils,Y,"Correct answer is ""Tonsils"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Lymph node are distributed throughout the body and it is not present in ",Groin,N,Neck,N,"Central nervous system",Y,Armpit,N,"Correct answer is ""Central nervous system"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","________ Is composed of lymphoid tissue and it is small bean shaped structure.",Kidney,N,"Lymph node",Y,"Medulla oblongata",N,"Spinal cord",N,"Correct answer is ""Lymph node"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The structures of the lymphatic system present in the intestine are called",Mucosa,N,Villi,N,Chyle,N,Lacteals,Y,"Correct answer is ""Lacteals"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Which organ receives immature T cells, then raises them to maturity- then releases them?",Thymus,Y,Liver,N,Spleen,N,Heart,N,"Correct answer is ""Thymus"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The lymphatic system consists of all the following except:",blood,Y,"lymph nodes",N,"lymphatic vessels",N,lymph,N,"Correct answer is ""blood"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","The T-lymphocytes and B-lymphocytes are the major cells of the","lymph nodes",Y,"lymphatic vessels",N,"adrenal gland",N,thymus,N,"Correct answer is ""lymph nodes"""
11,Biology,CIRCULATION,"Lymphatic System","Lymphatic System","Lymph nodes may be located in the human body in the tissues of the","stomach and brain",N,"groin and neck",Y,"ventricle and atrium",N,"thyroid gland and adrenal gland",N,"Correct answer is ""groin and neck"""
