grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","The maximum range of gum on horizontal terrain is 16 km. If \(g = 10 m / s_2 \). What must be the muzzle velocity of the shell?","400 m/s",Y,"100 m/s",N,"200 m/s",N,"50 m/s",N,"Correct answer is ""400 m/s"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","An aero-plane moving horizontally with a speed of 720 km/h drops a food packet while flying at a height of 396.9m. The time taken by the food packet to reach the ground and its horizontal range is ","9 sec and 1800 m",Y,"5 sec and 500 m",N,"8 sec and 1500 m",N,"3 sec and 2000 m",N,"Correct answer is ""9 sec and 1800 m"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A body of mass m, projected at an angle of θ from the ground with an initial velocity of v, acceleration due to gravity is g, what is the maximum horizontal range covered?","\(R = v^2 (sin 2θ)/g \)",Y,"\(R = v^2 (sin θ)/2g \)",N,"\(R = v^2 (sin 2θ)/2g \)",N,"\(R = v^2 (sin θ)/g \)",N,"Correct answer is ""\(R = v^2 (sin 2θ)/g \)"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A body of mass 5 kg, projected at an angle of 60° from the ground with an initial velocity of 25 m/s, acceleration due to gravity is \(g = 10 m / s_2 \), what is the maximum horizontal range covered?","54.13 m",Y,"49 m",N,"49.16 m",N,"60 m",N,"Correct answer is ""54.13 m"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A body of mass 10 kg, projected at an angle of 30° from the ground with an initial velocity of 5 m/s, acceleration due to gravity is \(g = 10 m / s_2 \), what is the time of flight?",0.866s,Y,"1.86 s",N,"1.96 s",N,"1.862 s",N,"Correct answer is ""0.866s"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","When do we get maximum range in a simple projectile motion?","When θ = 45°",Y,"When θ = 60°",N,"When θ = 90°",N,"When θ = 0°",N,"Correct answer is ""When θ = 45°"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A body of mass 55 kg, projected at an angle of 45° from the ground with an initial velocity of 15 m/s, acceleration due to gravity is \(g = 10 m / s_2 \), what is the maximum horizontal range covered?","22.5 m",Y,"25 m",N,"16 m",N,"15 m",N,"Correct answer is ""22.5 m"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","At what angle of projectile (θ) is the horizontal range minimum?","θ = 45°",N,"θ = 60°",N,"θ = 90°",Y,"θ = 75°",N,"Correct answer is ""θ = 90°"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A body of mass 5 kg, projected at an angle of 45° from the ground covers a horizontal range of 45 m, acceleration due to gravity is \(g = 10 m / s_2 \), what is the velocity with which it was projected covered?","21.21 m/s",Y,"20 m/s",N,"22 m/s",N,"21.1 m/s",N,"Correct answer is ""21.21 m/s"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","In projectile, height is the maximum _________ distance travelled by the projectile.",horizontal,N,"two dimensional",N,vertical,Y,"none of these",N,"Correct answer is ""vertical"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","The formula to find the height of projectile is __________.","\(H = u sinθ",N,"\(H = u^2  sin^2⁡θ \)",N,"\(H = u^2  sin^2 ⁡    θ/2g \)",Y,"\(H = u^2  sin^2 ⁡   θ/g\)",N,"Correct answer is ""\(H = u^2  sin^2 ⁡    θ/2g \)"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","To take the longest possible jump, an athlete should make an angle of _________.","90 degree with the ground",N,"60 degree with the ground",N,"45 degree with the ground",Y,"30 degree with the ground",N,"Correct answer is ""45 degree with the ground"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","A particle is projected with velocity u at an angle of inclination θ with the horizontal. The  maximum height attained is ","\(H = u sinθ",N,"\(H = u^2  sin^2⁡θ \)",N,"\(H = u^2  sin^2 ⁡    θ/2g \)",Y,"\(H = u^2  sin^2 ⁡   θ/g\)",N,"Correct answer is ""\(H = u^2  sin^2 ⁡    θ/2g \)"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","Which of the following is not a projectile motion?","A stone thrown in any direction",N,"A stone thrown horizontally from a building",N,"A car moving in a straight line",Y,"A bullet fired from a gun",N,"Correct answer is ""A car moving in a straight line"""
11,Physics,"Forces and Motion","Forces and Motion","Projectile Motion (Range)","The angle of projection of a projectile is ___________ when the range will be maximum for a given velocity.",60°+B/2,N,B/2,N,30°+B/2,N,45°+B/2,Y,"Correct answer is ""45°+B/2"""
