grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Whenever a body moves from one position to another the change in its position called _____________.",speed,N,displacement,Y,velocity,N,acceleration,N,"Correct answer is ""displacement"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","The ______________ is thus a change in the position of the body from its initial position to its final position.",displacement,Y,velocity,N,both,N,none,N,"Correct answer is ""displacement"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Displacement magnitude is the ___________ between initial position and final position of the body.","straight line",Y,curvature,N,both,N,none,N,"Correct answer is ""straight line"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Distance is a ___________ physical quantity. ",Scalar,Y,Vector,N,Derived,N,"None of these",N,"Correct answer is ""Scalar"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Displacement is a _____________ quantity.",Scalar,N,Vector,Y,Derived,N,"None of these",N,"Correct answer is ""Vector"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","The measure of length of the path travelled by an object is called _________.",Distance,Y,Displacement,N,"Both of these",N,"None of these",N,"Correct answer is ""Distance"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","The shortest possible distance between two points called __________.",distance,Y,displacement,N,length,N,"None of these",N,"Correct answer is ""distance"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","The displacement of a particle is given as function of time as x = t2 + 2t. How much displacement is covered in the first 5 seconds?","5 units",N,"35 units",Y,"40 units",N,"0 units",N,"Correct answer is ""35 units"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Which one of the following relations is true?","Distance > Displacement",N,"Distance < Displacement",N,"Distance >= Displacement",Y,"Distance <= Displacement",N,"Correct answer is ""Distance >= Displacement"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","A person is standing at -2 location on the number line. He runs to and fro from -2 to +5 location 5 times. How much distance has he covered if he comes back to -2 location at the end?","35 units",Y,"7 units",N,"30 units",N,"15 units",N,"Correct answer is ""35 units"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","What is the path length of the following path? A (0, 0) to B (5, 0) to C (5, 5) to D (0, 5)","20 units",N,"25 units",N,"15 units",Y,"10 units",N,"Correct answer is ""15 units"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","When person moves in the coordinate system from A (0, 0) to B (5, 10), to C (8, 6), what is the displacement covered?","10 units",Y,"5 units",N,"7 units",N,"15 units",N,"Correct answer is ""10 units"""
11,Physics,"Forces and Motion","Forces and Motion","Displacement, speed and Velocity","Displacement between two points is ___","the shortest path",Y,"the longest path",N,"equal to distance",N,"greater than distance",N,"Correct answer is ""the shortest path"""
