grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Newton’s Laws of motion are applicable to","inertial frames of reference",Y,"relativistic frames of reference",N,"all frames of reference",N,"none of these",N,"Correct answer is ""inertial frames of reference"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Action reaction pairs always acts on:","single body",N,"different bodies",Y,"can be any",N,"single body but at different points",N,"Correct answer is ""different bodies"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Swimming is possible on account of","First law of motion",N,"Second law of motion",N,"Third law of motion",Y,"Newton’s law of gravitation",N,"Correct answer is ""Third law of motion"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","A boy with mass 60kg is carrying a bag of flour weighing 30N. What is the reaction that the floor exert on the boy?",620N,N,618N,Y,700N,N,330N,N,"Correct answer is ""618N"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","A bullet in motion hits and is embedded in a solid block resting on a frictionless table. What is conserved?","Momentum and KE",N,"Kinetic energy alone",N,"Neither KE nor momentum",N,"Momentum alone",Y,"Correct answer is ""Momentum alone"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","An example of action and reaction is:","the recoil of a gun after the bullet has been fired",N,"the upward movement of a balloon after the air has been released",N,"both of the above",Y,"None of these",N,"Correct answer is ""both of the above"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Suppose you find yourself teetering on the edge of a cliff or the roof of a tall building with a heavy physics book in your hand. As you are about to fall, you suddenly remember how physics can save you! What law did you remember?","law of inertia",N,"law of gravitation",N,"law of conservation of momentum",Y,"law of conservation of energy",N,"Correct answer is ""law of conservation of momentum"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Momentum is the quantity of ________ of the body.",rest,N,motion,Y,inertia,N,"None of these",N,"Correct answer is ""motion"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","A heavy object and a light object have the same momentum. Which has the greater speed?","heavy object",N,"light object",Y,"C both have the same speed",N,"the heavy object has a zero speed while the light object has a nonzero speed",N,"Correct answer is ""light object"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","If a force applied to a body for a short time t then the product of force and time is equal to _______.","change in kinetic energy",N,"change in potential energy",N,momentum,Y,"change in momentum",N,"Correct answer is ""momentum"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","A _________ sign is assigned to quantities where direction is opposite to that of initial value.",negative,Y,positive,N,equal,N,"none of these",N,"Correct answer is ""negative"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","For every action there is always a _________.",reaction,Y,"parallel action",N,"perpendicular action",N,"none of these",N,"Correct answer is ""reaction"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Two bodies of masses 2 Kg and 7 Kg are moving with velocities of 2 m/s and 7 m/s respectively. What is the total momentum of the system in Kg-m/s?",50,N,53,Y,28,N,0,N,"Correct answer is ""53"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","What is the plural of the word ‘momentum’?",Momenta,Y,Momentums,N,Moments,N,Momentuma,N,"Correct answer is ""Momenta"""
11,Physics,"Forces and Motion","Forces and Motion","Law of Conservation of Momentum","Two bodies are accelerating towards each other. After sometime they collide. Which one of the following statements is true about the system?","The total momentum remains conserved about the instant of collision",Y,"The total momentum remains conserved during collision",N,"The total momentum does not remain conserved",N,"The total momentum remains conserved",N,"Correct answer is ""The total momentum remains conserved about the instant of collision"""
