grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Of the following, which one is not the characteristic of mitochondria?","It contains F1 particles",N,"It is involved in the synthesis of protein",N,"It is a self-replicating organelle",N,"Number of mitochondria is constant",Y,"Correct answer is ""Number of mitochondria is constant"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"The infoldings of inner membrane of mitochondria are called",Matrix,N,Sacs,N,Cristae,Y,"None of these",N,"Correct answer is ""Cristae"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"The jelly like fluid present inside mitochondria is called",Cristae,N,Matrix,Y,"Outer compartment",N,"Inner membrane",N,"Correct answer is ""Matrix"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Which organelle has its own DNA?",Mitochondria,Y,Centrioles,N,Dictyosome,N,"Cell membrane",N,"Correct answer is ""Mitochondria"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Mitochondria is the centres of:","Aerobic Respiration",Y,Photosynthesis,N,Transpiration,N,Glycolysis,N,"Correct answer is ""Aerobic Respiration"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"This organelle has semi-autonomous existence in the cell: ","Endoplasmic reticulum",N,Peroxisome,N,Mitochondrion,Y,"Golgi body",N,"Correct answer is ""Mitochondrion"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Mitochondria is present in",Prokaryotes,N,Eukaryotes,Y,"Both Prokaryotes and Eukaryotes",N,"None of these",N,"Correct answer is ""Eukaryotes"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Which organelle is called the power house of the cell?","Golgi complex",N,"Endoplasmic reticulum",N,Mitochondria,Y,Plastids,N,"Correct answer is ""Mitochondria"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"The projections of inner membrane of mitochondria are called: ",Cisternae,N,Cristae,Y,Matrix,N,Vesicles,N,"Correct answer is ""Cristae"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"The cristae of mitochondria contain: ",Ribosomes,N,Matrix,N,Vesicles,N,"Respiratory enzymes",Y,"Correct answer is ""Respiratory enzymes"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"ATP stands for: ","Adenosine triphosphate",Y,"Adenine monophosphate",N,Aldosterone,N,"Adenosine diphosphate",N,"Correct answer is ""Adenosine triphosphate"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Powerhouse of the cell is: ",Mitochondria,Y,"Golgi bodies",N,ER,N,Lysosome,N,"Correct answer is ""Mitochondria"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"The center of aerobic respiration is:",Mitochondria,Y,"Golgi apparatus",N,Plastids,N,Nucleus,N,"Correct answer is ""Mitochondria"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Which organelle(s) have their own DNA?",Nucleus,N,Mitochondria,N,Chloroplast,N,"All of these",Y,"Correct answer is ""All of these"""
11,Biology,"CELL STRUCTURE AND FUNCTIONS",Mitochondria,Mitochondria,"Mitochondria are passed to an animal only by:",Mother,Y,Father,N,Sperm,N,Child,N,"Correct answer is ""Mother"""
