grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Pancreas is composed of _______ type(s) of tissues",1,N,2,Y,3,N,4,N,"Correct answer is ""2"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Islets of Langerhans secrete _______ hormones",1,N,2,Y,3,N,4,N,"Correct answer is ""2"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Glucagon and insulin are:","Iodine hormone",N,"Secreted by same cells and perform similar function",N,"Secreted by different cells and perform antagonistic functions",Y,"Secreted by same cells and perform antagonistic functions",N,"Correct answer is ""Secreted by different cells and perform antagonistic functions"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Glucagon is released:","in response to hypoglycemia",Y,"blood glucose rises",N,"Both A and B",N,"None of these",N,"Correct answer is ""in response to hypoglycemia"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Insulin is released when:","in response to hypoglycemia",N,"blood glucose rises",Y,"Both A and B",N,"None of these",N,"Correct answer is ""blood glucose rises"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Under secretion of insulin causes",Cretinism,N,"Diabetes mellitus",Y,"Graves’ disease",N,Myxedema,N,"Correct answer is ""Diabetes mellitus"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","The _________is an organ of the digestive system and endocrine system of vertebrates","Adrenal gland",N,"Thyroid gland",N,pancreas,Y,"parathyroid gland",N,"Correct answer is ""pancreas"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Which part of pancreas produce and secrete insulin?",Glomerulus,N,"Bowman’s capsule",N,"Islets of Langerhans",Y,"Loop of Henle",N,"Correct answer is ""Islets of Langerhans"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Which cells secrete insulin?","Alpha cells",N,"Beta cells",Y,"Delta cells",N,"F cells",N,"Correct answer is ""Beta cells"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Alpha cells are found in _________ of the islet while beta cells are usually found in the __________ of the islet.","Periphery, center",Y,"Center, periphery",N,"Equally in both regions, periphery",N,"Periphery, Equally in both regions",N,"Correct answer is ""Periphery, center"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Secretion of pancreatic juice is stimulated by ___________",Gastrin,N,Secretin,Y,Enterokinase,N,Enterogastron,N,"Correct answer is ""Secretin"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Alpha cells secrete the hormone: ",Glucagon,Y,Insulin,N,TSH,N,GH,N,"Correct answer is ""Glucagon"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Beta cells produce: ",Glucagon,N,Insulin,Y,TSH,N,GH,N,"Correct answer is ""Insulin"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","The islets of the Langerhans are found in which of the following?",Stomach,N,Pancreas,Y,"Alimentary Canal",N,Liver,N,"Correct answer is ""Pancreas"""
12,Biology,"CHEMICAL COORDINATION","Endocrine System of Man  (Pancreas)","Endocrine System of Man  (Pancreas)","Pancreatic juice secretion is caused by",Secretin,Y,Gastrin,N,Enterogastrone,N,Enterokinase,N,"Correct answer is ""Secretin"""
