grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","<img src=""https://learningpitch.com/storage/images/63aac3f9c6301.png""> Which step X represents in the given diagram","DNA is extracted from cells and digested with a restriction enzyme",Y,"DNA fragments are inserted into cloning vectors",N,"Bacterial cells are transformed with vectors",N,"DNA ligase",N,"Correct answer is ""DNA is extracted from cells and digested with a restriction enzyme"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","<img src=""https://learningpitch.com/storage/images/63aac3f9c6301.png""> Which step Y represents in the given diagram","DNA is extracted from cells and digested with a restriction enzyme",N,"DNA fragments are inserted into cloning vectors",Y,"Bacterial cells are transformed with vectors",N,"DNA ligase",N,"Correct answer is ""DNA fragments are inserted into cloning vectors"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","<img src=""https://learningpitch.com/storage/images/63aac3f9c6301.png""> Which step Z represents in the given diagram","DNA is extracted from cells and digested with a restriction enzyme",N,"DNA fragments are inserted into cloning vectors",N,"Bacterial cells are transformed with vectors",Y,"DNA ligase",N,"Correct answer is ""Bacterial cells are transformed with vectors"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","A ________is a collection of the total genomic DNA from a single organism.",Gene,N,allele,N,"genomic library",Y,library,N,"Correct answer is ""genomic library"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","The approximate number of human genes on 23 pairs of chromosomes is:","10,000 to 15,000",N,"20,000 to 25,000",N,"30.000 to 35.000",Y,"45,000 to 50,000",N,"Correct answer is ""30.000 to 35.000"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","The study of human genome has enormous potential_______.",losses,N,hazards,N,benefits,Y,None,N,"Correct answer is ""benefits"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","HGP stands for ","Human Gene Processing",N,"Human Gene Percentage",N,"Human Genome Project",Y,"Human genetic Percentage",N,"Correct answer is ""Human Genome Project"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","The__________ was an international scientific research project with the goal of determining the base pairs that make up human DNA, and of identifying, mapping and sequencing all of the genes of the human genome from both a physical and a functional standpoint","Human Genome Project",N,HGP,N,"both a and b",Y,none,N,"Correct answer is ""both a and b"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","who was the first director of human genome research institute",Pasture,N,Leeuwenhoek,N,"James Watson",Y,Mandel,N,"Correct answer is ""James Watson"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","Which of the following was the goal of HGP?","Construct genetic and base sequence map of human genome",N,"store this information in databases",N,"improve tools for data analysis",N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","According to HGP, genetic similarity between all humans is ",90%,N,95%,N,99.9%,Y,99.5%,N,"Correct answer is ""99.9%"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","___________is a collection of the total genomic DNA from a single organism","Genomic library",Y,"Protein production",N,Antibiotics,N,Regeneration,N,"Correct answer is ""Genomic library"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","Which DNA is restricted to making a genomic library?",Genomic,Y,Plasmid,N,Phage,N,Plant,N,"Correct answer is ""Genomic"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","Which of the following is a suitable host for the process of cloning in Human Genome Project (HGP)?",Virus,N,"All types of fungi",N,Bacteria,Y,Protozoan,N,"Correct answer is ""Bacteria"""
12,Biology,BIOTECHNOLOGY,"Genomic Library and Human Genome Project","Genomic Library and Human Genome Project","Based on whose principle were the DNA molecules fragmented in the year 1977?","Maurice Wilkins",N,"Rosalind Franklin",N,"James Watson",N,"Frederick Sanger",Y,"Correct answer is ""Frederick Sanger"""
