grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","The highest temperature at which a substance can exist as the liquid is called ","Critical temperature",N,"Normal temperature",N,"Absolute temperature",N,"High temperature",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Joule Thomson Effect ","B. Brownian movement",N,"C. Liquefaction of gases",N,"D. None of these",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A.  Pascal","B. Torr",N,"C. Atmosphere",N,"D. mm of Hg",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. 101325 Pa","B. 102531 Pa",N,"C. 108957 Pa",N,"D. All of above",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. 14.7 pounds","B. 15.2 pounds",N,"C. 16 pounds",N,"D. 17.5 pounds",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Solid molecule","B. Liquid molecule",N,"C. Gas molecule",N,"D. All of the these",N,"ANSWER: C",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. \(Kg/m.{s^2}\)","B. \(Kg/m.{s^3}\)",N,"C. \(Kg/m.{s^4}\)",N,"D. \(Kg.m/s\)",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. All gases get liquefied before reaching a temperature of \( - {273^o}C\) ","B. All gases get liquefied after reaching a temperature of \( - {273^o}C\)",N,"C. All gases have a critical temperature of \( - {273^o}C\)",N,"D. None of these",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Sudden expansion of gases","B. Sudden compression of gases",N,"C. Cooling of gases",N,"D. Heating of gases",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. The critical temperature is the temperature at which a gas changes into a liquid","B. It is the highest temperature at which gas appears in the form of liquid.",N,"C. the temperature below which gas can be liquefied and above which gas cannot be liquefied, however, high pressure may be applied.",N,"D. All of these",N,"ANSWER: D",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Gas above its critical temperature is a gas","B. Gas below critical temperature is a vapor",N,"C. Gas below critical temperature is a gas",N,"D. A & B",N,"ANSWER: D",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. The minimum pressure required to liquefy a gas at Critical temperature is called Critical Pressure","B. It is the highest temperature at which gas appears in the form of liquid.",N,"C. The minimum pressure required to solidify a gas at Critical temperature is called Critical Pressure",N,"D. All of these",N,"ANSWER: A",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Liquid Petroleum gas","B. Preservation of Bio samples",N,"C. Aqualung device",N,"D. All of these",N,"ANSWER: D",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. Bar","B. \(N/{m^2}\)",N,"C. \(Kg/{m^2}\)",N,"D. Torr",N,"ANSWER: C",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. \({10^4}\)","B. \({10^5}\)",N,"C. \({10^6}\)",N,"D. \({10^7}\)",N,"ANSWER: B",N,"Correct answer is """""
11,Chemistry,"States of Matter I: Gases","States of Matter I: Gases","Liquefaction of Gases","A. 0.05","B. 0.5",N,"C. 1",N,"D. 5",N,"ANSWER: A",N,"Correct answer is """""
