grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"An alcohol, which contains one –OH group is called __________. ",Monohydric,Y,Dihydric,N,Trihydric,N,None of these,N,"Correct answer is ""Monohydric"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,General name of Trihydric alcohols is:,Glycine,N,Glycol,N,Glycerol,Y,Ethylene,N,"Correct answer is ""Glycerol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"An alcohol, which contains more than three  -OH group are called __________ alcohols. ",Monohydric,N,Dihydric,N,Trihydric,N,Poly hydric,Y,"Correct answer is ""Poly hydric"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,If \(OH^-\) group is linked to a primary carbon atom such as alcohol is classified as: ,\(Primary-alcohol-1^0\),Y,\(Secondary-alcohol-2^0\),N,\(Tertiary-alcohol-3^0\),N,None of these,N,"Correct answer is ""\(Primary-alcohol-1^0\)"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature, \(R_3 COH\) is an example of:,Primary alcohol,N,Secondary alcohol,N,Tertiary alcohol,Y,None of these,N,"Correct answer is ""Tertiary alcohol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,General formula of monohydric alcohol is:,\(C_n H_(2n-1) OH\),N,\(C_n H_(2n+1) 2OH\),N,\(C_n H_(2n+1) OH\),Y,\(C_n H_2n OH\),N,"Correct answer is ""\(C_n H_(2n+1) OH\)"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,Alcohols (monohydric) and ethers are _____________ isomers of each other.,Skeletal,N,Position,N,Functional group,Y,Metamers,N,"Correct answer is ""Functional group"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,Common name of \(C_3 H_7 OH\) is:,Methyl alcohol,N,Propyl alcohol,Y,Ethyl alcohol,N,Benzyl alcohol,N,"Correct answer is ""Propyl alcohol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"Name the following compound:<img src=""https://learningpitch.com/storage/images/63d9019ff0de9.jpg"">                                   ",Secondary propyl alcohol,Y,Primary propyl alcohol,N,Tertiary propyl alcohol,N,Poly propyl alcohol,N,"Correct answer is ""Secondary propyl alcohol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"The IUPAC name of following compound is:<img src=""https://learningpitch.com/storage/images/63d901a09dbfe.jpg"">",Butyl alcohol,N,n-butanol,N,1-butanol,Y,Primary butyl alcohol,N,"Correct answer is ""1-butanol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,IUPAC name of the following compound is: \(OH - CH_2 - CH_2 - CH_2 - CH_2 - OH\),"1,4-diol-butane",N,"Butane-1,4-diol",Y,Secondary butyl alcohol,N,"1,4-di butyl alcohol",N,"Correct answer is ""Butane-1,4-diol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"IUPAC name of the following compound is: <img src=""https://learningpitch.com/storage/images/63d901a0784e2.jpg"">",Butyl-diol,N,"Butane-2,4-diol",N,"Butane-1,3-diol",Y,Butanol-diol,N,"Correct answer is ""Butane-1,3-diol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"IUPAC name of the following compound is: <img src=""https://learningpitch.com/storage/images/63d901a050bb5.jpg"">",4-methoxy-2-hydroxyl pentane,N,2-hydroxy-4-methoxy pentane,N,2-methoxy-4-pentanol,N,4-methoxy-2-pentanol,Y,"Correct answer is ""4-methoxy-2-pentanol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"IUPAC name of the following compound is: <img src=""https://learningpitch.com/storage/images/63d901a0784e2.jpg"">",3-penten-2-ol,N,2-penten-4-ol,Y,Pentan-2-ene-3-ol,N,All of these,N,"Correct answer is ""2-penten-4-ol"""
12,Chemistry,"Alcohols, Phenols and Ethers","Alcohols, Phenols and Ethers",Alcohol and its Nomenclature,"IUPAC name of the following compound is: <img src=""https://learningpitch.com/storage/images/63d901a09dbfe.jpg"">",n-pentanol,N,3-methyl-1-butanol,Y,2-methyl-4-butanol,N,Primary pentyl alcohol,N,"Correct answer is ""3-methyl-1-butanol"""
