grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Further development of a young after birth is called ","postnatal development",Y,"prenatal development",N,"premature birth",N,"preterm birth",N,"Correct answer is ""postnatal development"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","The first life stage of postnatal development is:",neonatal,Y,infancy,N,childhood,N,"adolescence or puberty",N,"Correct answer is ""neonatal"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","The second life stage of postnatal development is:",neonatal,N,infancy,Y,childhood,N,"adolescence or puberty",N,"Correct answer is ""infancy"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","The third life stage of postnatal development is:",neonatal,N,infancy,N,childhood,Y,"adolescence or puberty",N,"Correct answer is ""childhood"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","The fourth life stage of postnatal development is:",neonatal,N,infancy,N,childhood,N,"adolescence or puberty",Y,"Correct answer is ""adolescence or puberty"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","The fifth life stage of postnatal development is:","adulthood or maturity",Y,infancy,N,puberty,N,"adolescence or puberty",N,"Correct answer is ""adulthood or maturity"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","_________ period extends from birth to one month ",neonatal,Y,infancy,N,childhood,N,"adolescence or puberty",N,"Correct answer is ""neonatal"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","_________ begins at one month and continues to two years of age ",neonatal,N,infancy,Y,childhood,N,"adolescence or puberty",N,"Correct answer is ""infancy"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","_________ begins at two years of age and lasts until adolescence  ",neonatal,N,infancy,N,childhood,Y,"adulthood or maturity",N,"Correct answer is ""childhood"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Varying rates of growth for different parts of the body during development, resulting in a change of shape or proportion is called ","Vertical growth",N,"Horizontal growth",N,"Allometric growth",Y,"Developmental pattern",N,"Correct answer is ""Allometric growth"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Allometric growth is","Increase in the number of cells with growth of individual cells",N,"Growth due to multiplication of constituent cells at a constant rate",N,"Different in the rate of growth of different parts of the body",Y,"Growth due to special reserve cells of the body",N,"Correct answer is ""Different in the rate of growth of different parts of the body"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Neonatal period is: ","from birth to one month",Y,"from one month to two years",N,"from two years until adolescence",N,"begins around 12/13 and ends with the beginning of adulthood",N,"Correct answer is ""from birth to one month"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Infancy period is: ","from birth to one month",N,"from one month to two years",Y,"from two years until adolescence",N,"begins around 12/13 and ends with the beginning of adulthood",N,"Correct answer is ""from one month to two years"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Childhood period is: ","from birth to one month",N,"from one month to two years",N,"from two years until adolescence",Y,"begins around 12/13 and ends with the beginning of adulthood",N,"Correct answer is ""from two years until adolescence"""
12,Biology,"DEVELOPMENT AND AGING"," Postnatal Development in Human "," Postnatal Development in Human ","Senescence is: ","process of aging",Y,"process of development",N,"process of embryogenesis",N,"process of pigment reduction",N,"Correct answer is ""process of aging"""
