grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"_________can be defined as the time-related deterioration of the physiological functions necessary for survival and fertility",Aging,Y,Dementia,N,Gerontology,N,"Negative physiological",N,"Correct answer is ""Aging"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"The study of aging is called: ",Aging,N,Dementia,N,Gerontology,Y,"Negative physiological",N,"Correct answer is ""Gerontology"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"Aging also depends heavily on ","Environmental Exposures",N,Habits,N,Lifestyle,N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"A ___________is a region of repetitive nucleotide sequences associated with specialized proteins at the ends of linear chromosomes",Chromomere,N,Centromere,N,Telomere,Y,Chromatids,N,"Correct answer is ""Telomere"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"The genes of humans are genetically programmed for ",Habits,N,Aging,Y,Lifestyle,N,"Environmental Exposures",N,"Correct answer is ""Aging"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"A cell in the skin and eyes that produces and contains the pigment called melanin",Choanocytes,N,Melanocytes,Y,Sporocyst,N,Quadriflagellate,N,"Correct answer is ""Melanocytes"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"As _________occurs there are fewer hair follicles, so the hair on the scalp and extremities thins out",Dementia,N,Aging,Y,Osteoporosis,N,Hypertension,N,"Correct answer is ""Aging"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"Older people experienced a decrease in the number of ",Choanocytes,N,Melanocytes,Y,Sporocyst,N,Quadriflagellate,N,"Correct answer is ""Melanocytes"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"The loss of _______causes make hair grey and skin pale",Choanocytes,N,Melanin,Y,Sporocyst,N,Quadriflagellate,N,"Correct answer is ""Melanin"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"Older people show decreased resistance to infection as the____________, too no longer performs as it once did","Digestive system",N,"Reproductive system",N,"Immune system",Y,"Nervous system",N,"Correct answer is ""Immune system"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"The effects of aging include: ",Deafness,N,"Fading Vision",N,"reduced ability to adapt to stress",N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"Changes due to biological aging but accelerated by disabilities resulting from disease or produced by extrinsic factors, such as stress, trauma, lifestyle, and the environment","Primary aging",N,"Secondary aging",Y,Aging,N,"All of these",N,"Correct answer is ""Secondary aging"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"________ results from disease and poor health practices","Primary aging",N,"Secondary aging",Y,Aging,N,"All of these",N,"Correct answer is ""Secondary aging"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"__________is a disease that weakens bones to the point where they break easily",Osteoporosis,Y,Aging,N,Dementia,N,Thyroxin,N,"Correct answer is ""Osteoporosis"""
12,Biology,"DEVELOPMENT AND AGING",Aging,Aging,"__________is the process of becoming older",Aging,Y,Dementia,N,Gerontology,N,"Negative physiological",N,"Correct answer is ""Aging"""
