grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Premature birth is also called: ","Preterm birth",Y,"Sudden birth",N,"Continuous birth",N,"Spontaneous birth",N,"Correct answer is ""Preterm birth"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","_________ refers to the birth of a baby of less than 27 weeks of gestational age ","Preterm birth",Y,"Sudden birth",N,"Continuous birth",N,"Spontaneous birth",N,"Correct answer is ""Preterm birth"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Common causes of preterm birth include ","Chronic conditions such as diabetes and high blood pressure",N,"Multiple pregnancies, infections",N,"Blood clotting disorders",N,"All of these",Y,"Correct answer is ""All of these"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","The tissue attaching the embryo to the wall of the uterus is called ",Placenta,Y,Connection,N,Gestation,N,"None of these",N,"Correct answer is ""Placenta"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","________ connects the embryo to the placenta ",Placenta,N,"Rope like cord",N,"Pie shaped organ",N,"Umbilical cord",Y,"Correct answer is ""Umbilical cord"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","___________ is a structure that establishes firm connection between the foetus and the mother",Placenta,Y,"Rope like cord",N,"Pie shaped organ",N,Connection,N,"Correct answer is ""Placenta"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","By means of __________ the developing embryo obtains nutrients and oxygen from the mother and gives off carbon dioxide and nitrogenous waste",Placenta,Y,"Rope like cord",N,"Pie shaped organ",N,Connection,N,"Correct answer is ""Placenta"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","The placenta consists of tissue from ","Foetal part",N,"Maternal part",N,"Foetal part and maternal part",Y,"Internal organs",N,"Correct answer is ""Foetal part and maternal part"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","The foetal part consists of ","Chorionic villi which increase surface area for absorption",Y,"Projections from endometrium",N,"Both A and B",N,"None of these",N,"Correct answer is ""Chorionic villi which increase surface area for absorption"""
12,Biology,"DEVELOPMENT AND AGING","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","Placenta, Umbilical Cord, Premature Birth, Afterbirth, Colostrum, breast-feeding and bottle-feeding and maternal derived abnormalities ","The maternal part consists of ","Chorionic villi which increase surface area for absorption",N,"Projections from endometrium",Y,"Both A and B",N,"None of these",N,"Correct answer is ""Projections from endometrium"""
