grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The ________ gives rise to the epithelium of the digestive system and respiratory system, and organs associated with the digestive system, such as the liver and pancreas",Ectoderm,N,Endoderm,Y,Mesoderm,N,"All of these",N,"Correct answer is ""Endoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","__________, the innermost of the three germ layers",Ectoderm,N,Endoderm,Y,Mesoderm,N,"All of these",N,"Correct answer is ""Endoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","_______refers to the folding process in vertebrate embryos, which includes the transformation of the neural plate into the neural tube",Blastula,N,Gastrulation,N,Neurulation,Y,Organogenesis,N,"Correct answer is ""Neurulation"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The embryo at neurulation stage is termed the",Blastula,N,Gastrula,N,Organogenesis,N,Neurula,Y,"Correct answer is ""Neurula"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The ________gives rise to the epidermis, the nervous system, and to the neural crest in vertebrates",Ectoderm,Y,Endoderm,N,Mesoderm,N,"All of these",N,"Correct answer is ""Ectoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The formation of organs and systems during embryonic development is called: ",Blastula,N,Gastrula,N,Organogenesis,Y,Neurula,N,"Correct answer is ""Organogenesis"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Central cells of the neural plate move downward and form a depression called the: ","Neural tube",N,"Neural groove",Y,Neurulation,N,Neurula,N,"Correct answer is ""Neural groove"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","By 22nd day, the continued cell movement brings the superior margins of the neural folds closer together until they meet and fuse forming the ","Neural tube",Y,"Neural groove",N,Neurulation,N,Neurula,N,"Correct answer is ""Neural tube"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","__________, the middle of the three germ layers",Ectoderm,N,Endoderm,N,Mesoderm,Y,"All of these",N,"Correct answer is ""Mesoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Notochord originates from:",Ectoderm,N,Endoderm,N,Mesoderm,Y,"All of these",N,"Correct answer is ""Mesoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","True coelom is formed by: ",Ectoderm,N,Mesoderm,Y,Endoderm,N,Epimere,N,"Correct answer is ""Mesoderm"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The process in which the three germ layers form is called:",Cleavage,N,Organogenesis,N,Gastrulation,Y,Metamorphosis,N,"Correct answer is ""Gastrulation"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Extra embryonic membrane of mammals are derived from","Formative cells",N,"Follicle cells",N,"Trophoblast cells",Y,"Inner cell mass",N,"Correct answer is ""Trophoblast cells"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The embryo at neurulation stage is termed the",Blastula,N,Gastrula,N,Organogenesis,N,Neurula,Y,"Correct answer is ""Neurula"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Central cells of the neural plate move downward and form a depression called the: ","Neural tube",N,"Neural groove",Y,Neurulation,N,Neurula,N,"Correct answer is ""Neural groove"""
