grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","__________ is the production and development of the organs of an animal or plant",Cleavage,N,Neurulation,N,Gastrulation,N,Organogenesis,Y,"Correct answer is ""Organogenesis"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","___________a series of mitotic divisions",Cleavage,Y,Fertilization,N,Blastula,N,Gastrula,N,"Correct answer is ""Cleavage"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Depending mostly on the concentration of___________, the cleavage can be holoblastic or meroblastic (partial cleavage)",Egg,N,Albumin,N,"Yolk in the egg",Y,"None of these",N,"Correct answer is ""Yolk in the egg"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Small eggs with the little yolk are called ",Microlecithal,Y,Mesolecithal,N,Microlecithal,N,Alecithal,N,"Correct answer is ""Microlecithal"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","Eggs with a large yolk are called ",Microlecithal,N,Mesolecithal,N,Microlecithal,Y,Alecithal,N,"Correct answer is ""Microlecithal"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","_________ is a complete cleavage meaning it completely penetrates the egg. ","Holoblastic cleavage",Y,"Meroblastic cleavage",N,"Both A and B",N,"None of these",N,"Correct answer is ""Holoblastic cleavage"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","____________ is incomplete or partial cleavage meaning it does not penetrate the egg completely","Holoblastic cleavage",N,"Meroblastic cleavage",Y,"Both A and B",N,"None of these",N,"Correct answer is ""Meroblastic cleavage"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The pole of the egg with the highest concentration of yolk is referred to as the ","Animal pole",N,"Vegetal pole",Y,Cytoplasm,N,"None of these",N,"Correct answer is ""Vegetal pole"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The egg of hen (bird) is: ",Alecithal,N,Polylecithal,Y,Mesolacithal,N,Meiolecithal,N,"Correct answer is ""Polylecithal"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","_______ is the phase of embryonic development that starts at the end of gastrulation and continues until birth",Cleavage,N,Neurulation,N,Blastula,N,Organogenesis,Y,"Correct answer is ""Organogenesis"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","During _________, the three germ layers formed from gastrulation (the ectoderm, endoderm, and mesoderm) form the internal organs of the organism",Cleavage,N,Neurulation,N,Blastula,N,Organogenesis,Y,"Correct answer is ""Organogenesis"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","the branch of biology and medicine concerned with the study of embryos and their development.",Palaeontology,N,Morphology,N,Embryology,Y,Genetics,N,"Correct answer is ""Embryology"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","After fertilization __________undergo mitotic division?",Cleavage,N,Zygote,Y,Embryo,N,Fetus,N,"Correct answer is ""Zygote"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","The yolk is: ","food reserve for development",N,"mixture of proteins, phospholipids and fats",N,"both A and B",Y,None,N,"Correct answer is ""both A and B"""
12,Biology,"DEVELOPMENT AND AGING","Embryonic Development ","Embryonic Development ","having a large yolk situated at or near one end",Mesolecithal,N,Isolecithal,N,Telolecithal,Y,Centrolecithal,N,"Correct answer is ""Telolecithal"""
