grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Motile bacteria are attracted or repelled by certain stimuli in behaviors called:",Chemicals,N,Reflexes,N,Taxes,Y,Light,N,"Correct answer is ""Taxes"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Movement in response to chemical stimuli is called:",Thigmotropism,N,Reflexes,N,Chemotaxis,Y,Phototaxis,N,"Correct answer is ""Chemotaxis"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Movement in response to light stimuli is called:",Thigmotropism,N,Reflexes,N,Chemotaxis,N,Phototaxis,Y,"Correct answer is ""Phototaxis"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","__________means bacteria without flagella ",Monotrichous,N,Lophotrichous,N,Atrichous,Y,"None of these",N,"Correct answer is ""Atrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","A bacterium with a single flagella at both poles is called:",Lophotrichous,N,Monotrichous,N,Peritrichous,N,Amphitrichous,Y,"Correct answer is ""Amphitrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","A single flagellum at one end or the other",Monotrichous,Y,Peritrichous,N,Lophotrichous,N,Amphitrichous,N,"Correct answer is ""Monotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","If a bacterium possesses a single flagellum at one end, it is referred as: ","Mono polar Monotrichous",Y,Peritrichous,N,Lophotrichous,N,"Bipolar Monotrichous",N,"Correct answer is ""Mono polar Monotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Single flagellum on both the ends of the organism.",Monotrichous,N,Peritrichous,N,Lophotrichous,N,Amphitrichous,Y,"Correct answer is ""Amphitrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","A pair of flagellum on both the ends of the organism.",Monotrichous,N,Bitrichous,N,Lophotrichous,N,"Bipolar bitrichous",Y,"Correct answer is ""Bipolar bitrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","A tuft of flagella present at one ends of a bacterium, called: ",Monotrichous,N,Peritrichous,N,Lophotrichous,Y,Amphitrichous,N,"Correct answer is ""Lophotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","A tuft of flagella present at both ends of a bacterium, called: ",Monotrichous,N,Peritrichous,N,Lophotrichous,N,Amphilophotrichous,Y,"Correct answer is ""Amphilophotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Several flagella attached all over the organism",Monotrichous,N,Peritrichous,Y,Lophotrichous,N,Amphitrichous,N,"Correct answer is ""Peritrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","<img src=""https://learningpitch.com/storage/images/63a9533976095.png""> Identify the bacterium:",Monotrichous,Y,Peritrichous,N,Lophotrichous,N,Amphitrichous,N,"Correct answer is ""Monotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","<img src=""https://learningpitch.com/storage/images/63a9535d8bc03.png""> Identify the bacterium:",Monotrichous,N,Peritrichous,N,Lophotrichous,Y,Amphitrichous,N,"Correct answer is ""Lophotrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","<img src=""https://learningpitch.com/storage/images/63a9535dd89db.png""> Identify the bacterium:",Monotrichous,N,Peritrichous,Y,Lophotrichous,N,Amphitrichous,N,"Correct answer is ""Peritrichous"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The inactive phase of growth during which bacteria prepare themselves for division is called:  ","LAG Phase",Y,"LOG Phase",N,"Stationary Phase",N,"Death/Decline Phase",N,"Correct answer is ""LAG Phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The phase during which bacteria grow and multiply rapidly is called: ","LAG Phase",N,"LOG Phase",Y,"Stationary Phase",N,"Death/Decline Phase",N,"Correct answer is ""LOG Phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The phase during which bacterial multiplication is equal to death rate is called: ","LAG Phase",N,"LOG Phase",N,"Stationary Phase",Y,"Death/Decline Phase",N,"Correct answer is ""Stationary Phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The phase during which death rate is more rapid than multiplication rate is called: ","LAG Phase",N,"LOG Phase",N,"Stationary Phase",N,"Death/Decline Phase",Y,"Correct answer is ""Death/Decline Phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","Rapid growth at exponential ratio occurs in which phase of bacterial growth:","Lag phase",N,"Log phase",Y,"Stationary phase",N,"Death / decline phase",N,"Correct answer is ""Log phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The final phase is the ___________ where the bacteria run out of nutrients and die","Lag phase",N,"Log phase",N,"Stationary phase",N,"Death / decline phase",Y,"Correct answer is ""Death / decline phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The third phase of growth is the ________ and is caused by depleted nutrients","Lag phase",N,"Log phase",N,"Stationary phase",Y,"Death / decline phase",N,"Correct answer is ""Stationary phase"""
11,Biology,PROKARYOTES,"Bacteria (Motility and Growth)","Bacteria (Motility and Growth)","The ___________ is marked by rapid exponential growth","Lag phase",N,"Log phase",Y,"Stationary phase",N,"Death / decline phase",N,"Correct answer is ""Log phase"""
