grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","When the muscle lose the ability to contract, the physiological state is called:",Cramp,N,"Muscle fatigue",Y,Tetany,N,"All of above",N,"Correct answer is ""Muscle fatigue"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Which of the following is true about Tetany?","muscular spasms which are usually intermittent in nature",Y,"an infectious disease affecting the central nervous system",N,"Bacterium Clostridium tetani is the cause of this disease",N,"All of above",N,"Correct answer is ""muscular spasms which are usually intermittent in nature"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Which of the following is false about tetanus?","In this disease, due to severe convulsions, the patient diesdue to lack of exygen.",N,"Caused by low calcium level in blood",N,"Caused by infection of Clostridium tetani",N,"Both A and C",Y,"Correct answer is ""Both A and C"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Tetany is caused by:","Low calcium level in blood",Y,"High calcium level in blood",N,"Low magnesium level in blood",N,"High magnesium level in blood",N,"Correct answer is ""Low calcium level in blood"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Which of the following results in the excitability of neurons and loss of sensation?",Tetanus,N,Tetany,Y,Cramp,N,"Muscle fatigue",N,"Correct answer is ""Tetany"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","The symptoms of tetany include:","spasm of larynx",N,paralysis,N,"All of above",N,"None of above",Y,"Correct answer is ""None of above"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","In _____________, the body shakes from continuous muscle contraction and convulsion occur due to calcium imbalance.",Tetanus,N,Paralysis,N,Cramps,N,Tetany,Y,"Correct answer is ""Tetany"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","What is the difference between tetany and tetanus?","Tetanus is an infectious and non-communicable disease.",N,"Tetany is basically a symptom (muscle twitches, spasms and seizures)",N,"Both are correct",Y,"None of above are correct",N,"Correct answer is ""Both are correct"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Low Ca++ in the body fluid may be the cause of:",gout,N,anaemis,N,"angina pectoris",N,tetany,Y,"Correct answer is ""tetany"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Tetany is characterized by:","Hypotonicity of muscles",Y,"Increased serum calcium concentration",N,"Hypertonicity of muscles",N,"None of above",N,"Correct answer is ""Hypotonicity of muscles"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Pick the correct statement about Tetany.","muscle twitches, spasms and seizures are seen",N,"May be caused due to various conditions such as hypocalcemia, Hypomagnesemia, hypokalaemia and tetanus",N,"Both of them",Y,"None of them",N,"Correct answer is ""Both of them"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Manifestation of tetanus is:","stiffness in jaw muscles",N,tachycardia,N,fever,N,"all of above",Y,"Correct answer is ""all of above"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Lack of relaxation between successive stimuli in sustained muscle contraction is known as:",fatigue,N,tetanus,Y,tonus,N,spasm,N,"Correct answer is ""tetanus"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","_________ cause muscle fatigue.","accumulation of lactic acid",Y,"accumulation of acetic acid",N,"lack of oxygen",N,"Aerobic respiration",N,"Correct answer is ""accumulation of lactic acid"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Lactic acid causes:","muscle pH to drop",Y,"muscle to relax",N,"fermentation in body",N,"All of above",N,"Correct answer is ""muscle pH to drop"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Tetanic contraction of entire muscle is:",tetany,N,tetanus,N,Cramp,Y,"Muscle fatigue",N,"Correct answer is ""Cramp"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Cramps are most common in:",thigh,N,"hip muscles",N,"none of above",N,"all of above",Y,"Correct answer is ""all of above"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","What does cramps means?","low blood sugar level",N,"electrolyte depletion",N,dehydration,N,"all of above",Y,"Correct answer is ""all of above"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Tetany make the body:","stiff and rigid",N,"shakes from continuous muscle contraction and convulsion",Y,"tremble and shiver with cold",N,"all of above",N,"Correct answer is ""shakes from continuous muscle contraction and convulsion"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders"," ____________ is/are the common abnormal muscle contractions",Tetany,N,"Muscle cramps",N,"Both A and B",Y,"None of these",N,"Correct answer is ""Both A and B"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Knee is also called as ___________.","tibio-femoral joint",Y,"condyloidal joint",N,"enarthrodial joint",N,"none of above",N,"Correct answer is ""tibio-femoral joint"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Knee is a type of _____________ joint.","hinge joint",Y,"ball and socket joint",N,"Synovial joint",N,"Pivatol joint",N,"Correct answer is ""hinge joint"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","Which of the following are present at the back of the upper part of the leg?","Flexor muscles",N,"Hamstring muscles",Y,"extensor muscles",N,"qudricep femoris",N,"Correct answer is ""Hamstring muscles"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","The main extensor muscles in leg are:","quadricep femoris",Y,"Rectus femoris",N,"biceps femoris",N,"Vastus intermedius",N,"Correct answer is ""quadricep femoris"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","The major hamstring muscle is:","quadricep femoris",N,"Rectus femoris",N,"biceps femoris",Y,"Vastus intermedius",N,"Correct answer is ""biceps femoris"""
12,Biology,"SUPPORT AND MOVEMENT"," Antagonistic muscles and Muscle Disorders"," Antagonistic muscles and Muscle Disorders","The flexion in knee joints is carried out by:","flexor muscles",Y,"extensor muscles",N,"hamstring muscles",N,"Both A and C",N,"Correct answer is ""flexor muscles"""
