grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","Growth is confined to certain region called as growing points these points are called:",Roots,N,Shoots,N,Meristems,Y,Leaf,N,"Correct answer is ""Meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","The group of meristematic cells found in apices of roots and stem______.",Intercalary,N,"Apical meristem",Y,"Lateral meristem",N,"All of the above",N,"Correct answer is ""Apical meristem"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","Types of meristematic tissues are recognized in plants:","Apical meristems",N,"Lateral meristems",N,"Both A and B",Y,"None of these",N,"Correct answer is ""Both A and B"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","_________tissues are present at the apex of roots and stems","Apical meristems",Y,"Lateral meristems",N,"Both A and B",N,"None of these",N,"Correct answer is ""Apical meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","_______________are located on the lateral sides of roots and shoot","Apical meristems",N,"Lateral meristems",Y,"Both A and B",N,"None of these",N,"Correct answer is ""Lateral meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","The growth by apical meristems is called: ","Primary growth",Y,"Secondary growth",N,"Tertiary growth",N,"None of these",N,"Correct answer is ""Primary growth"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","The increase in the diameter of plants by lateral meristems is called: ","Primary growth",N,"Secondary growth",Y,"Tertiary growth",N,"None of these",N,"Correct answer is ""Secondary growth"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","__________ occurs by the meristems of two apices so it results in an increase in the size of plants. ","Primary growth",Y,"Secondary growth",N,"Tertiary growth",N,"None of these",N,"Correct answer is ""Primary growth"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","<img src=""https://learningpitch.com/storage/images/63a959fa7874e.png""> What does A represent in the given diagram? ","Shoot apical meristems",Y,"Lateral meristems",N,"Root apical meristems",N,Stele,N,"Correct answer is ""Shoot apical meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","<img src=""https://learningpitch.com/storage/images/63a959fa7874e.png""> What does B represent in the given diagram? ","Shoot apical meristems",N,"Lateral meristems",N,"Root apical meristems",Y,Stele,N,"Correct answer is ""Root apical meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","<img src=""https://learningpitch.com/storage/images/63a959fa7874e.png""> What does C represent in the given diagram? ","Shoot apical meristems",N,"Lateral meristems",Y,"Root apical meristems",N,Stele,N,"Correct answer is ""Lateral meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","_________are responsible for the increase in girth of plant parts","Apical meristems",N,"Lateral meristems",Y,"Both A and B",N,"None of these",N,"Correct answer is ""Lateral meristems"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","Apical meristems give rise to the primary plant body and are ","Responsible for the increase in girth of plant parts",N,"Responsible for the extension of the roots and shoots",Y,"Responsible for the secondary growth",N,"Responsible for the nutrition supply",N,"Correct answer is ""Responsible for the extension of the roots and shoots"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","A permanent irreversible increase in size, weight, shape and structure is called ",Germination,N,Development,N,Growth,Y,"None of these",N,"Correct answer is ""Growth"""
11,Biology,"FORM AND FUNCTIONS IN PLANTS","Growth and Development in Plants","Growth and Development in Plants","Growth is brought about by ","Cell Division",Y,"Nuclear Division",N,Germination,N,"None of these",N,"Correct answer is ""Cell Division"""
