grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","The energy of two atoms at the equilibrium bond distance is the",Minimum,Y,Maximum,N,Equal,N,"Sometimes minimum sometimes maximum",N,"Correct answer is ""Minimum"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Bond energy depends on: ","Electronegativity difference of bonded atoms",N,"Size of the atoms",N,"Bond Length",N,"All of these",Y,"Correct answer is ""All of these"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","1 Debye =?","\(1.3\; \times \;{10^{ - 10}}\;Cm\)",N,"\(2.33\; \times {10^{ - 32}}\;Cm\)",N,"\(3.34\; \times \;{10^{ - 30}}\;Cm\)",Y,"\(3.33\; \times \;{10^{ - 20}}\;Cm\)",N,"Correct answer is ""\(3.34\; \times \;{10^{ - 30}}\;Cm\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Bond energy is expressed nowadays in:","\(K\;Cals/mole\)",N,"\(KJ/mol\)",Y,A,N,"\(Debye\;()\)",N,"Correct answer is ""\(KJ/mol\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Which of the following has higher Bond Energy?","\(H--Cl\)",Y,"\(H--I\)",N,"\(H--Br\)",N,"\(H--F\)",N,"Correct answer is ""\(H--Cl\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Which of the following has maximum bond energy?","\({\rm{C}} - {\rm{C}}\)",N,"\({\rm{I}} - {\rm{I}}\)",N,"\({\rm{H}} - {\rm{O}}\)",Y,"\({\rm{\;H}} - {\rm{N}}\)",N,"Correct answer is ""\({\rm{H}} - {\rm{O}}\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Find the molecule with the least bond angle","\(Be{F_2}\)",N,"\(C{H_4}\)",N,"\(N{H_3}\)",N,"\({H_2}O\)",Y,"Correct answer is ""\({H_2}O\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Which one among the following has the highest bond order according to MO theory?",BN,N,CO,Y,"\({F_2}\)",N,"\(N{e_2}\)",N,"Correct answer is ""CO"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","The weak forces between molecules are called","molecular forces",N,"intermolecular forces",Y,"intramolecular forces",N,"extramolecular forces",N,"Correct answer is ""intermolecular forces"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Bond energy refers to the","energy required to make a mole of a compound",N,"energy required to break a mole of a compound",Y,"energy required to carry out sublimation",N,"none of the above",N,"Correct answer is ""energy required to break a mole of a compound"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","The energy which is required to break 1 mole of a given bond is called","bond energy",Y,"molar energy",N,"molar bond energy",N,"bond breaking energy",N,"Correct answer is ""bond energy"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Which of the following is the correct order?","\(C \equiv C > C = C > C - C\)",Y,"\(C \equiv C < C = C < C - C\)",N,"\(C - C > C = C > C \equiv C\)",N,"\(C \equiv C > C - C > C = C\)",N,"Correct answer is ""\(C \equiv C > C = C > C - C\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","The correct order of bond energy is","\({N_2}\; > \;N_2^{ + 1}\; > N_2^{ - 1} > N_2^{ - 2}\)",Y,"\(N_2^{ - 2} > N_2^{ - 1} > N_2^{ + 1} > {N_2}\)",N,"\(N_2^{ + 1} > {N_2} > N_2^{ - 2} > N_2^{ - 1}\)",N,"\(N_2^{ - 1} > {N_2} > N_2^{ + 1} > N_2^{ - 2}\)",N,"Correct answer is ""\({N_2}\; > \;N_2^{ + 1}\; > N_2^{ - 1} > N_2^{ - 2}\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","What is the bond order of CO?",3,Y,2,N,1,N,4,N,"Correct answer is ""3"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Energy","Which statement is correct?","The decreasing polarity from HF to HI is due to decreasing electronegativity",N,"The bond with higher bond energy values has shorter bond lengths",N,"The bond with higher bond energy values has higher bond lengths",Y,"All of these",N,"Correct answer is ""The bond with higher bond energy values has higher bond lengths"""
