grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","The distance between the nuclei of two atoms forming a covalent bond is called:","Bond energy",N,"Bond length",Y,"Atomic radius",N,"Ionic bond",N,"Correct answer is ""Bond length"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","It has a higher bond length among the following.","\(C - C\)",Y,"\(C = C\)",N,"\(C \equiv C\)",N,"\(C = O\)",N,"Correct answer is ""\(C - C\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","It has a shorter bond length among the following.","\(C - C\)",N,"\(C = C\)",N,"\(C \equiv C\)",Y,"\(C = O\)",N,"Correct answer is ""\(C \equiv C\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","What would be the effect of increasing electronegativity difference on bond length?","No effect on bond length",N,"Bond length increases",N,"Bond length decreases",Y,"Force of attraction increases",N,"Correct answer is ""Bond length decreases"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Which of the following factor affect bonds in the periodic table from left to right?","Nuclear charge with the same quantum number",Y,"Increase in Atomic radius",N,"Effective nuclear charge decreases",N,"All of these",N,"Correct answer is ""Nuclear charge with the same quantum number"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","A bond created by overlapping one modified orbit on another orbit is known as","Pi bond",Y,"Sigma bond",N,Covalent,N,"Dative bond",N,"Correct answer is ""Pi bond"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Compounds conduct electric current in a molten state",Ionic,Y,Covalent,N,"Co-ordinate covalent",N,"Hydrogen bond",N,"Correct answer is ""Ionic"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Which bond is strongest among the following?",Ionic,Y,Covalent,N,"Co-ordinate covalent",N,"Hydrogen bond",N,"Correct answer is ""Ionic"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","The dative covalent bond is found in ",Ammonia,N,"Ammonium ion",Y,Urea,N,Nitrogen,N,"Correct answer is ""Ammonium ion"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","When a non-polar covalent compound is poured in water:","It dissociates",N,"It does not dissociate",Y,"It forms solution",N,"It conducts electricity",N,"Correct answer is ""It does not dissociate"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","According to Pauling, if the difference between E.N. of two atoms is 1.7 then the bond formed us:","50% ionic",Y,"Partially ionic",N,covalent,N,"None of the above",N,"Correct answer is ""50% ionic"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","A polar covalent bond is formed between two atoms when the difference between their E.N is:","Equal to 1.7",N,"Less than 1.7",Y,"More than 1.7",N,"None of these",N,"Correct answer is ""Less than 1.7"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Which of the following is more ionic?","\(C - Cl\)",N,"\(Cl - Cl\)",N,"\(Cs - Cs\)",N,"\(Ca - Cl\)",Y,"Correct answer is ""\(Ca - Cl\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","It has the highest percentage of ionic character.","\(HCl\)",N,"\(HF\)",N,"\(HI\)",N,"\(HBr\)",Y,"Correct answer is ""\(HBr\)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Which of the following molecule is polar?","\(HCl\)",N,"\({H_2}O\)",N,"\(C{H_4}\)",N,"All of these",Y,"Correct answer is ""All of these"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","What is the ionic character of \(HCl\)?","\(10\% \)",N,"\(17\% \)",Y,"\(54\% \)",N,"\(64\% \)",N,"Correct answer is ""\(17\% \)"""
11,Chemistry,"Theories of Covalent Bonding and Shapes of Molecules","Theories of Covalent Bonding and Shapes of Molecules","Bond Length","Which of the following gas liquifies earlier?","\({H_2}\)",N,"\({N_2}\)",N,"\({O_2}\)",N,"\(HCl\)",Y,"Correct answer is ""\(HCl\)"""
