grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,Waves,Waves,Waves,"Waves are produced with the help of ___________ motion.",Translatory,N,Rotatory,N,Vibratory,Y,Damped,N,"Correct answer is ""Vibratory"""
11,Physics,Waves,Waves,Waves,"Following is/are the types of waves:","Mechanical Waves",N,"Electromagnetic Waves",N,"Both of these",Y,"None of these",N,"Correct answer is ""Both of these"""
11,Physics,Waves,Waves,Waves,"Waves that need a medium for their propagation are called _______.","Mechanical Waves",Y,"Electromagnetic Waves",N,"Both of these",N,"None of these",N,"Correct answer is ""Mechanical Waves"""
11,Physics,Waves,Waves,Waves,"Waves that do not need a medium for their propagation are called _______.","Mechanical Waves",N,"Electromagnetic Waves",Y,"Both of these",N,"None of these",N,"Correct answer is ""Electromagnetic Waves"""
11,Physics,Waves,Waves,Waves,"Longitudinal waves are the examples of _______.","Mechanical Waves",Y,"Electromagnetic Waves",N,"Both of these",N,"None of these",N,"Correct answer is ""Mechanical Waves"""
11,Physics,Waves,Waves,Waves,"In a slinky, the region where the loops of springs are closer is called _______.",Compression,Y,Rarefactions,N,Wavelength,N,Amplitude,N,"Correct answer is ""Compression"""
11,Physics,Waves,Waves,Waves,"In a slinky, the region where the loops of springs are apart is called _______.",Compression,N,Rarefactions,Y,Wavelength,N,Amplitude,N,"Correct answer is ""Rarefactions"""
11,Physics,Waves,Waves,Waves,"Longitudinal waves moves _________ to propagation of waves. ",Parallel,Y,Perpendicular,N,"Both Parallel and Perpendicular",N,"Neither Parallel nor Perpendicular",N,"Correct answer is ""Parallel"""
11,Physics,Waves,Waves,Waves,"Transverse waves move _________ to propagation of waves. ",Parallel,N,Perpendicular,Y,"Both Parallel and Perpendicular",N,"Neither Parallel nor Perpendicular",N,"Correct answer is ""Perpendicular"""
11,Physics,Waves,Waves,Waves,"Frequency of water waves in a ripple tank depends upon _______.","Frequency of vibrator",Y,"Depth of water",N,"Speed of waves",N,"None of the above",N,"Correct answer is ""Frequency of vibrator"""
11,Physics,Waves,Waves,Waves,"Ripple tank can be used to show _______.","Law of reflection",N,"Law of refraction",N,"Both A and B",Y,"None of the above",N,"Correct answer is ""Both A and B"""
11,Physics,Waves,Waves,Waves,"Reflection in a ripple tank can be shown by introducing a _______.",Vibrator,N,Barrier,Y,Carrier,N,"None of the above",N,"Correct answer is ""Barrier"""
11,Physics,Waves,Waves,Waves,"The water is _________ where the block is submerged.",Shallow,Y,Denser,N,Normal,N,"None of the above",N,"Correct answer is ""Shallow"""
11,Physics,Waves,Waves,Waves,"Example of mechanical waves is _______.","radio waves",N,X-rays,N,"light waves",N,"sound waves",Y,"Correct answer is ""sound waves"""
11,Physics,Waves,Waves,Waves,"How many times, the speed of sound is greater in water than air?","2 times",N,"3 times",N,"4 times",N,"5 times",Y,"Correct answer is ""5 times"""
11,Physics,Waves,Waves,Waves,"Which type of wave is slower?",Light,N,Sound,Y,"Radio waves",N,"Infra-red waves",N,"Correct answer is ""Sound"""
11,Physics,Waves,Waves,Waves,"Wave is a ________.","Periodic disturbance",Y,"Non-periodic disturbance",N,"Irregular disturbance",N,none,N,"Correct answer is ""Periodic disturbance"""
11,Physics,Waves,Waves,Waves,"Wave is transfer of ________.","Energy only",N,"Momentum only",N,"Both energy and momentum",Y,none,N,"Correct answer is ""Both energy and momentum"""
11,Physics,Waves,Waves,Waves,"If particles of medium moves in perpendicular direction to propagation of waves ___________.",Longitudinal,N,Transverse,Y,Both,N,None,N,"Correct answer is ""Transverse"""
11,Physics,Waves,Waves,Waves,"The highest point is _________ & lowest point is ________ in transverse waves.","Crest & trough",Y,"Trough & crest",N,"Compression & rarefaction",N,"None of these",N,"Correct answer is ""Crest & trough"""
11,Physics,Waves,Waves,Waves,"Water waves are ___________.",Longitudinal,N,Transverse,Y,Both,N,None,N,"Correct answer is ""Transverse"""
