grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Dehydrohalogenation of 2-chlorobutane gives ____ as major product.,1-butene,N,2-butene,Y,1-butene and 2-butene,N,None of these,N,"Correct answer is ""2-butene"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,According to Zaitsev rule,Hydrogen is removed from that carbon which contain least no. of hydrogen atoms,Y,Hydrogen is removed from that carbon which contain greater no. of hydrogen atoms,N,Hydrogen is removed from that carbon which is attached to halogen atom,N,None of these,N,"Correct answer is ""Hydrogen is removed from that carbon which contain least no. of hydrogen atoms"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Complete the following reaction. \[CH_{3} - CH_{2} - CH_{2} - CH\left( \text{Cl} \right) - CH_{3} + KOH\ \left( \text{alcoholic} \right)\overset{\text{\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ }}{\rightarrow} \],\(CH_3 - CH_2 - CH_2 - CH = CH_2\),N,\(CH_3-CH_2-CH=CH-CH_3\),Y,\(CH_3-CH=CH-CH_2-CH_3\),N,All of these,N,"Correct answer is ""\(CH_3-CH_2-CH=CH-CH_3\)"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Which of the following alcohol will dehydrate more easily?,Primary alcohol,N,Secondary alcohol,N,Tertiary alcohol,Y,All of these,N,"Correct answer is ""Tertiary alcohol"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Which of the following catalyst can not be used in dehydration of alcohol?,\(H_2 SO_4\),N,\(P_4 O_10\),N,\(A_2 O_3\),N,\(KMnO_4\),Y,"Correct answer is ""\(KMnO_4\)"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,"For dehalogenation of vicinal dihalide, which of the following reagent is used?",KOH,N,Na,N,Zn,Y,\(Al_2 O_3\),N,"Correct answer is ""Zn"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Ethene is obtained at ____,Anode,Y,Cathode,N,Electrolytic solution,N,None of these,N,"Correct answer is ""Anode"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,"For complete hydrogenation of alkyne, which of the following catalyst is used?",Lindlar's catalyst,N,Na/Liquid ammonia,N,Nickel,Y,Raney Nickel,N,"Correct answer is ""Nickel"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,"In partial hydrogenation of alkyne, Cis-alkane is formed in presence of _____.",Lindlar's catalyst,Y,Na/Liquid ammonia,N,Nickel,N,Raney Nickel,N,"Correct answer is ""Lindlar’s catalyst"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,What will be used to prepare trans-alkene by alkyne?,Lindlar's catalyst,N,Na/Liquid ammonia,Y,Nickel,N,Raney Nickel,N,"Correct answer is ""Na/Liquid ammonia"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Preparation of Ethene,Select the incorrect statement regarding alkenes ,"In alkenes, the carbons are connected by pi bonds",N,Alkenes have almost same physical properties as that of the alkanes,N,Alkenes are less reactive than alkanes,Y,Alkenes undergo polymerization reaction,N,"Correct answer is ""Alkenes are less reactive than alkanes"""
