grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,What is Bayer's reagent? ,1% cold alkaline \(KMn O_4\),Y,2% cold alkaline \(KMn O_4\),N,3% cold alkaline \(KMn O_4\),N,4% cold alkaline \(KMn O_4\),N,"Correct answer is ""1% cold alkaline \(KMn O_4\)"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,It is serves as important starting material for the preparation of glycol.,Suboxide,N,Peroxide,N,Epoxide,Y,Super oxide,N,"Correct answer is ""Epoxide"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Identify the addition reaction which is not undergone by the alkenes ,Mercuration,Y,Oxymercuration,N,Hydroboration,N,Halogenation,N,"Correct answer is ""Mercuration"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Ethylene on reaction with bromine forms which among the following product ,\(BrH_2 C-CH_2 Br\),Y,\(BrH_2 C=CH_2 Br\),N,\(Br_2 HC=CHBr_2\),N,\(Br_2 HC-CHBr_2\),N,"Correct answer is ""\(BrH_2 C-CH_2 Br\)"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Glycol is the general term used for ______.,Dichloro alcohol,N,Dihydric alcohol,Y,Diene alcohol,N,All of these,N,"Correct answer is ""Dihydric alcohol"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Bayer's reagent is _____.,Mild oxidizing agent,Y,Strong oxidizing agent,N,Weak reducing agent,N,Strong reducing agent,N,"Correct answer is ""Mild oxidizing agent"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Complete the following reaction. \[CH_{3} - C \equiv C - C_{2}H_{5} + H_{2}\begin{matrix} \overset{\text{\ \ \ \ \ \ Pd\ \ }\left( \text{BaS}O_{4} \right)\text{\ \ \ \ \ \ \ \ \ }}{\rightarrow} \\ \text{Quinoline} \\ \end{matrix}\ \],"<img src=""https://learningpitch.com/storage/images/63d8c2aeaa8d7.png"">",Y,"<img src=""https://learningpitch.com/storage/images/63d8c2aed1d17.png"">",N,Both of these,N,None of these,N,"Correct answer is ""<img src=""https://learningpitch.com/storage/images/63d8c2aeaa8d7.png"">"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Which of the following is most stable?,Cis-alkene,N,Trans-alkene,Y,Both Cis and trans,N,None of these,N,"Correct answer is ""Trans-alkene"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,What will be formed in the result of hydroxylation of alkene?,Epoxide,N,Glycol,Y,Carbon dioxide,N,None of these,N,"Correct answer is ""Glycol"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Bayer's test is used as a ______.,Test for unsaturation of molecules,N,Test for aromaticity of molecules,N,Distinguishing test between saturated and unsaturated molecules,Y,All of these,N,"Correct answer is ""Distinguishing test between saturated and unsaturated molecules"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Which of the following is the use of ethene?,Preparation of mustard gas,N,Preparation of polyethene,N,As general anesthetic,N,All of these,Y,"Correct answer is ""All of these"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,It was used in World War I.,Methane,N,Marsh gas,N,Mustard gas,Y,Ethene,N,"Correct answer is ""Mustard gas"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,Which of the following gas cause blisters?,Methane,N,Marsh gas,N,Mustard gas,Y,Ethene,N,"Correct answer is ""Mustard gas"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,It is not a gas.,Mustard gas,Y,Methane,N,Ethene,N,Marsh gas,N,"Correct answer is ""Mustard gas"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Reactions of Ethene,It is also known as Mustard gas.,\(CH_{2} = CH_{2}\),N,\(S\left( CH_{2} - CH_{2} - Cl \right)_{2}\),Y,\(CH \equiv CH\),N,None of these,N,"Correct answer is ""\(S\left( CH_{2} - CH_{2} - Cl \right)_{2}\)"""
