grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,"The reaction is an example of: <img src=""https://learningpitch.com/storage/images/63d8facd2b46e.png"">",Friedel Craft Alkylation,N,Friedel Craft Acylation,Y,Both of these,N,None of these,N,"Correct answer is ""Friedel Craft Acylation"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following substitution reactions take place in benzene?,Free radical,N,Electrophilic substitution reaction,Y,Nucleophilic substitution reaction,N,All of these,N,"Correct answer is ""Electrophilic substitution reaction"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,It activates the benzene ring.,Electron withdrawing deactivating group,N,Electron donating activating groups.,N,Electron donating deactivating group,Y,Electron withdrawing activating group,N,"Correct answer is ""Electron donating deactivating group"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following reaction take place in the presence of catalyst?,Halogenation,N,Alkylation,N,Sulphonation,N,All of these,Y,"Correct answer is ""All of these"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following substitution reaction take place in Benzene?,Free radical,N,\(E^+ substitution\),Y,\(Nu^-\) substitution,N,All of these,N,"Correct answer is ""\(E^+ substitution\)"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Benzene ring structure was given by,Kekule,N,Faraday,N,Robinson,Y,Dewar,N,"Correct answer is ""Robinson"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following is correct statement?,Benzene behave as unsaturated compound in electrophilic substitution reaction,N,Benzene behave as saturated compound in addition reaction,N,Benzene behave as unsaturated compound in addition reaction,Y,Benzene behave as saturated compound in addition reaction,N,"Correct answer is ""Benzene behave as unsaturated compound in addition reaction"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following is isolated polycyclic?,Biphenyl,Y,Naphthalene,N,Anthracene,N,All of these,N,"Correct answer is ""Biphenyl"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,It is also known as toluene.,"<img src=""https://learningpitch.com/storage/images/63d8f3b08f673.png"">",Y,"<img src=""https://learningpitch.com/storage/images/63d8f26a135d3.png"">",N,"<img src=""https://learningpitch.com/storage/images/63d8f3b0b6b75.png"">",N,None of these,N,"Correct answer is ""<img src=""https://learningpitch.com/storage/images/63d8f3b08f673.png"">"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Which of the following molecule shows benzoic acid?,"<img src=""https://learningpitch.com/storage/images/63d8f3b0e0056.png"">",N,"<img src=""https://learningpitch.com/storage/images/63d8f269b44d1.png"">",Y,"<img src=""https://learningpitch.com/storage/images/63d8f269dd9cc.png"">",N,"<img src=""https://learningpitch.com/storage/images/63d8f3b115113.png"">",N,"Correct answer is ""<img src=""https://learningpitch.com/storage/images/63d8f269b44d1.png"">"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Alkyl benzene will form when benzene undergo_____.,Nitration,N,Sulphonation,N,Alkylation,Y,Halogenation,N,"Correct answer is ""Alkylation"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,"In which of the following reaction, benzene ring will not be retained?",Addition,N,Halogenation,N,Hydrogenation,N,All of these,Y,"Correct answer is ""All of these"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Reaction of benzene with halogen in the presence of sunlight is an example of,Electrophilic substitution reaction,N,Nucleophilic substitution reaction,N,Addition reaction,Y,None of these,N,"Correct answer is ""Addition reaction"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,"In which of the following reaction, benzene behave as saturated compound?",Halogenation in the presence of UV,N,Halogenation in the presence of catalyst,Y,\(Oxidation with O_2 in presence of V_2 O_5\),N,Reaction with \(O_3\),N,"Correct answer is ""Halogenation in the presence of catalyst"""
12,Chemistry,Hydrocarbons,Hydrocarbons,Friedel Craft Alkylation and Acylation,Kekule structures have ___ resonance structures.,2,Y,3,N,4,N,None of these,N,"Correct answer is ""2"""
