grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Depending upon the type of bonds present in them, crystalline solids can be divided into ___ types",Three,N,Four,Y,Five,N,Six,N,"Correct answer is ""Four"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Crystalline solids in which the particles forming the crystal are positively and negatively charged ions are called","Ionic solids",Y,"Covalent solids",N,"Metallic solids",N,"Molecular solids",N,"Correct answer is ""Ionic solids"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Also called atomic solids because they are composed of neutral atoms of the same or of different elements","Ionic solids",N,"Covalent solids",Y,"Metallic solids",N,"Molecular solids",N,"Correct answer is ""Covalent solids"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Those solid substances in which the particles forming the crystals are polar or non-polar molecules or atoms are called","Ionic solids",N,"Covalent solids",N,"Metallic solids",N,"Molecular solids",Y,"Correct answer is ""Molecular solids"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","According to electron gas theory, each atom in a ___ loses all of its valence electrons","Solid metal crystal",Y,"Solid ionic crystal",N,"Solid molecular crystal",N,"Solid covalent crystal",N,"Correct answer is ""Solid metal crystal"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Ice crystal have ___ nature",Molecular,Y,Ionic,N,Covalent,N,Metallic,N,"Correct answer is ""Molecular"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Solid molecules have only ___ motion",Rotatory,N,Translatory,N,Vibratory,Y,Random,N,"Correct answer is ""Vibratory"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Good conductors of electricity are","Molecular crystals",N,"Metallic crystals",Y,"Covalent crystals",N,"Ionic crystals",N,"Correct answer is ""Metallic crystals"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Diamond is a bad conductor because","It has a tight structure",N,"It has a high density",N,"There is no free electron present in the crystal of diamond to conduct electricity",Y,"None of the above",N,"Correct answer is ""There is no free electron present in the crystal of diamond to conduct electricity"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Which of the following is a pseudo solid?","\(Ca{F_2}\)",Y,Glass,N,"Na Cl",N,"All of above",N,"Correct answer is ""\(Ca{F_2}\)"""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","Which one of the following classifications is incorrect?","\({H_2}{O_{\left( s \right)}},\) molecular solid",N,"\({C_4}{H_{10}}_{\left( s \right)}\), molecular solid",N,"\(K{F_{\left( s \right)}},\) ionic solid",N,"\(Si{C_{\left( s \right)}},\) covalent solid",N,"Correct answer is """""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","ANSWER: E","Which statement is false?",N,"A. Molecular solids generally have lower melting points than covalent solids.",N,"B. Metallic solids exhibit a wide range of melting points because metallic bonds cover a wide range of bond strength.",N,"C. The metallic solid can be viewed as positive ions closely packed in a sea of valence electrons.",N,"Correct answer is """""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","ANSWER: D","In polar molecular solids, the molecules are held together by ________",N,"A. dipole-dipole interactions",N,"B. dispersion forces",N,"C. hydrogen bonds",N,"Correct answer is """""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","ANSWER: A","Silicon is found in nature in the forms of ________",N,"A. body-centered cubic structure",N,"B. hexagonal-closed packed structure",N,"C. network solid",N,"Correct answer is """""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","ANSWER: C","Quartz is an example of ___________",N,"A. molecular solids",N,"B. ionic solids",N,"C. covalent solids",N,"Correct answer is """""
11,Chemistry,"States of Matter III: Solids","States of Matter III: Solids","Molecular and Covalent Crystal","ANSWER: C",,N,,N,,N,,N,"Correct answer is """""
