grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","When the body moves against the direction of gravitational force, the work done is ",Positive,N,Negative,Y,Zero,N,Minimum,N,"Correct answer is ""Negative"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","\(Cos\ (180{^\circ} - \theta)\  =\) ______________. ","\(\text{sinθ}\)",N,"\(cos\ ( - \theta)\)",N,"\(- cos\theta\)",Y,"\(0\)",N,"Correct answer is ""\(- cos\theta\)"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","Work done in close path in Gravitational field is __________. ",minimum,N,maximum,N,zero,Y,"both ‘a’ and ‘c’",N,"Correct answer is ""zero"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","The expression for work done in the direction of gravitational force is","W= mgh",Y,"W= mh",N,"W= -mgh",N,"W= -mg",N,"Correct answer is ""W= mgh"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","When the body moves in the direction of gravitational force, the work done is ",Positive,Y,Negative,N,Zero,N,Minimum,N,"Correct answer is ""Positive"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","The expression for work done against the direction of gravitational force is","W= mgh",N,"W= mh",Y,"W= -mgh",N,"W= -mg",N,"Correct answer is ""W= mh"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","The gravitational field is directed ","towards the center",Y,"away from the center",N,"has no direction",N,"None of these",N,"Correct answer is ""towards the center"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","On Earth the gravitational field strength is ____N/kg.",6,N,7,N,9.8,Y,11,N,"Correct answer is ""9.8"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","Gravitational field strength=?",weight/mass,Y,weight/gravity,N,force/mass,N,mass/weight,N,"Correct answer is ""weight/mass"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","Jupiter is a very large planet with strong gravitational field strength of _____N/ kg.",15,N,20,N,25,Y,30,N,"Correct answer is ""25"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","A mass of a body is 80 kg. Its weight on Jupiter is going to be","200 N",Y,"2000 N",N,"980 N",N,"9800 N",N,"Correct answer is ""200 N"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","Gravitational field strength is a way of measuring how much ","mass there is",N,"gravity there is",Y,"force is there",N,"None of these",N,"Correct answer is ""gravity there is"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","The gravitational field strength on the Moon is only ______ of that on Earth.","6 times",N,"1/6  times",Y,"16 times",N,"1/16  times",N,"Correct answer is ""1/6  times"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","SI unit of gravitational field strength is",N,N,Kg/N,N,N/kg,Y,kg,N,"Correct answer is ""N/kg"""
11,Physics,"Work and Energy","Work and Energy","Work Done against Gravitational Force","The space or region around a body within which other bodies experience its gravitational force of attraction is called ","Electric field",N,"Gravitational field",Y,"Magnetic field",N,"None of these",N,"Correct answer is ""Gravitational field"""
