grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","The product of cross-sectional area and the speed of the fluid at any point along the pipe is constant. This is the ____________.","Equation of parabola",N,"Bernoulli’s equation",N,"Equation of continuity",Y,"none of these",N,"Correct answer is ""Equation of continuity"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","An ideal flow of any fluid must fulfill the following __________.","Newton's law of motion",N,"Newton's law of viscosity",N,"Pascal' law",N,"Continuity equation",Y,"Correct answer is ""Continuity equation"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Which of the following is correct continuity equation?","\(A_{1}v_{1} = A_{2}v_{2}\)",Y,"\(A_{1}v_{2} = A_{2}v_{1}\)",N,"\(A_{1} = A_{2}\)",N,"\(v_{1} = v_{2}\)",N,"Correct answer is ""\(A_{1}v_{1} = A_{2}v_{2}\)"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Which of the following relation is correct?","\(\frac{v_{1}}{v_{2}} = \left( \frac{r_{1}}{r_{2}} \right)^{2}\)",N,"\(\frac{v_{1}}{v_{2}} = \left( \frac{r_{2}}{r_{1}} \right)^{2}\)",Y,"\(\frac{v_{1}}{v_{2}} = \left( \frac{r_{2}}{r_{1}} \right)\)",N,"\(\frac{v_{1}}{v_{2}} = \left( \frac{r_{1}}{r_{2}} \right)\)",N,"Correct answer is ""\(\frac{v_{1}}{v_{2}} = \left( \frac{r_{2}}{r_{1}} \right)^{2}\)"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Find the velocity at the exit of a pipe when inlet velocity of oil is 10m/s and the inlet to outlet areas are in ratio of 1:2.","\(v_{2} = 5m/s\)",Y,"\(v_{2} = 10m/s\)",N,"\(v_{2} = 7m/s\)",N,"\(v_{2} = 8m/s\)",N,"Correct answer is ""\(v_{2} = 5m/s\)"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","If the inlet and outlet radius are in ratio of 3:4. Find the ratio of velocity.",4:3,N,3:4,N,16:9,Y,9:4,N,"Correct answer is ""16:9"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","The continuity equation is the result of application of the following law to the flow field ________.","First law of thermodynamics",N,"Conservation of energy",N,"Newton’s second law of motion",N,"Conservation of mass",Y,"Correct answer is ""Conservation of mass"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","In the case of incompressible fluid in steady flow, the net rate of flow of mass entering one end of the tube of flow is equal to the net rate of flow of mass leaving the other end. This equation is called","quadratic equation",N,"equation of discontinuity",N,"equation of continuity",Y,"none of the above",N,"Correct answer is ""equation of continuity"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","The mass of fluid passing through any cross-section per unit time is called _______.","Electric flux",N,"Magnetic flux",N,"both A and B",N,"mass flux",Y,"Correct answer is ""mass flux"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Mass flow rate m ̇=__________.",ρA,N,ρAv,Y,ρv,N,Av,N,"Correct answer is ""ρAv"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Two pipes, each of diameter d, converge to form a pipe of diameter D. What should be the relation between d and D such that the flow velocity in the third pipe becomes double of that in each of the two pipes?","D = d",Y,"D = 2d",N,"D = 3d",N,"D = 4d",N,"Correct answer is ""D = d"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","In a two dimensional flow, the component of the velocity along the X-axis and the Y-axis are u = ax^2+ bxy + cy^2 and v = cxy. What should be the condition for the flow field to be continuous?","a + c = 0",N,"b + c = 0",N,"2a + c = 0",Y,"2b + c = 0",N,"Correct answer is ""2a + c = 0"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","In a two dimensional flow, the component of the velocity along the X-axis and the Y-axis are u = ax + by and v = ax – by. For what condition will the flow field be continuous?",impossible,N,"possible if a = b",N,"possible if a = 2b",N,"possible for all values of a and b",Y,"Correct answer is ""possible for all values of a and b"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","Constant of equation of continuity is known as ","flow rate",Y,friction,N,"fluid flow",N,"surface tension",N,"Correct answer is ""flow rate"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Equation of Continuity","According to the equation of continuity, when water falls its speed increases, while its cross sectional area",increases,N,decreases,N,"remain same",N,different,Y,"Correct answer is ""different"""
