grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","A flag flapping in the breeze illustrates what type of dynamic fluid effect?","Transitional flow",N,"Vortex shedding",Y,"Laminar flow",N,"none of these",N,"Correct answer is ""Vortex shedding"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Bernoulli’s equation is representation of __________.","Law of conservation of energy",Y,"Law of conservation of momentum",N,"Law of conservation of mass",N,"none of these",N,"Correct answer is ""Law of conservation of energy"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","An increase in the speed of the flow leads to an increase in kinetic energy and dynamic pressure.",True,Y,False,N,"May be",N,"May not be",N,"Correct answer is ""True"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Bernoulli’s equation can be applied to compressible flow at which of the following matches the number?","mach number less than 1",N,"mach number equal to 1",N,"higher mach numbers",Y,"does not depends on mach number",N,"Correct answer is ""higher mach numbers"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Bernoulli’s equation can be directly applied to viscous flow.",True,N,False,Y,"May be",N,"May not be",N,"Correct answer is ""False"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","The coefficient of pressure at stagnation point is ___________",0,N,0.5,N,1,Y,2,N,"Correct answer is ""1"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Stagnation pressure or the total pressure is the sum of _________","Kinetic and potential energy",N,"Static and dynamic pressure",Y,"Kinetic energy +potential energy +gravity",N,"Cannot be determined",N,"Correct answer is ""Static and dynamic pressure"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","The point where the fluid comes to rest is called as ___________","Rest point",N,"Stagnation point",Y,"Viscous point",N,"Boundary layer point",N,"Correct answer is ""Stagnation point"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Higher pressure differences will drive _______ flow rates.",slower,N,greater,Y,moderate,N,"none of these",N,"Correct answer is ""greater"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Daniel Bernoulli, a _______ mathematician.",English,N,French,N,British,N,Swiss,Y,"Correct answer is ""Swiss"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Water is flowing through a horizontal pipe of a non-uniform cross-section. At the extreme narrow portion of the pipe, the water will have:","maximum pressure and least speed",N,"least pressure and maximum speed",Y,"both pressure and speed maximum",N,"both pressure and speed minimum",N,"Correct answer is ""least pressure and maximum speed"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Venturimeter and orifice meter part work on the principle of __________.","mass transport phenomenon",N,"continuity equation",N,"Darcy-Weisbach phenomenon",N,"Bernoulli’s equation",Y,"Correct answer is ""Bernoulli’s equation"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","A deep-sea diver may hurt his eardrum during diving because of:","lack of oxygen",N,"high atmospheric pressure",N,"high water pressure",Y,"all of these",N,"Correct answer is ""high water pressure"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Bernoulli’s theorem applies to",Solids,N,"Plasma state",Y,Fluids,N,Liquids,N,"Correct answer is ""Plasma state"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Bernoullie Equation Part 1","Velocity of fluid increases where the pressure is",Low,Y,High,N,Constant,N,"Changes continuously",N,"Correct answer is ""Low"""
