grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","A ______ is a collection of molecules that are randomly arranged and held together by weak cohesive forces and forces exerted by walls of a container.",gas,N,solid,N,fluid,Y,liquid,N,"Correct answer is ""fluid"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","If every particle that passes a particular point, moves along exactly the same path, as followed by particles, which passed that points earlier, said to be __________.","laminar flow",Y,"turbulent flow",N,"both laminar flow and turbulent flow",N,"none of these",N,"Correct answer is ""laminar flow"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","What will be the shape of the path line for a one-dimensional flow be like?","Straight line",Y,Parabolic,N,Hyperbolic,N,Elliptical,N,"Correct answer is ""Straight line"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","The streamlines of the particles in a flow are recorded. If the streamline distribution remain the same even after sometime, what type of flow can it be?",Steady,Y,Unsteady,N,Uniform,N,Non-uniform,N,"Correct answer is ""Steady"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Which of the following is correct?","The movement of fluid mass can be either along the streamlines or across them",N,"The movement of fluid mass can be along the streamlines but never across them",Y,"The movement of fluid mass can never be along the streamlines but can be across them",N,"The movement of fluid mass can be either along the streamlines or across them",N,"Correct answer is ""The movement of fluid mass can be along the streamlines but never across them"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","As the water falls from tap, its area will _________.",decreases,Y,increases,N,"remains same",N,"none of these",N,"Correct answer is ""decreases"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Which of the following is fluid?",Liquid,N,Gas,N,Solid,N,"Gas and Liquid both are fluid",Y,"Correct answer is ""Gas and Liquid both are fluid"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Which of the following statement is not correct?","Liquids are incompressible",N,"Liquids are compressible",Y,"Density of liquid is high",N,"Density of liquid is constant",N,"Correct answer is ""Liquids are compressible"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Which of the following is not correct for gas?",∆V=0,Y,∆V≠0,N,"ρ≠ constant",N,"ρ is low",N,"Correct answer is ""∆V=0"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Laminar flow __________.","contained disturbance",N,"free from disturbance",N,"Streamlines are parallel in laminar flow",N,"both free from disturbance and Streamlines are parallel in laminar flow",Y,"Correct answer is ""both free from disturbance and Streamlines are parallel in laminar flow"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Streamlines are _________.","Parallel in laminar flow",Y,"parallel in turbulence flow",N,"not parallel in laminar flow",N,"none of these",N,"Correct answer is ""Parallel in laminar flow"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Steady flow means _________.","no change with time",Y,"changes with time",N,"maximum change with time",N,"none of these",N,"Correct answer is ""no change with time"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","Fluid friction occurs when adjacent layers in a fluid (liquid or gas) are moving at _________ velocities.","A different",Y,same,N,uniform,N,"none of these",N,"Correct answer is ""A different"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","The drag force depends upon the:","size, shape and orientation of the object",N,"properties of the fluid",N,"speed of the object relative to the fluid",N,"all of these",Y,"Correct answer is ""all of these"""
11,Physics,"Fluid Dynamics","Fluid Dynamics","Types of Flow","The constant maximum velocity that is attained and maintained by an object while falling through a resistive medium is called ____________","terminal velocity",Y,"constant velocity",N,"angular velocity",N,"variable velocity",N,"Correct answer is ""terminal velocity"""
