grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","__________________ is a phenomenon of inheritance in which dominant alleles of contrasting characters are not completely dominant over ","Incomplete Dominance",Y,Dominance,N,Co-dominance,N,"None of these",N,"Correct answer is ""Incomplete Dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","When true breeding red flowers and true breeding white flowers of Snapdragon plants are crossed, all the plants in F1 Generation carry _____________colored flowers ",Red,N,White,N,Pink,Y,Orange,N,"Correct answer is ""Pink"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","Pink flowered plants on self-fertilization yield red pink and white flowered plants in F2 generation in the ration of ",1:1:1,N,1:2:1,Y,2:1:2,N,"None of these",N,"Correct answer is ""1:2:1"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","_______________is a phenomenon of inheritance in which both alleles of a contrasting character are dominant and express themselves in heterozygous individual neither masking the effect of one another","Incomplete Dominance",N,Dominance,N,Co-dominance,Y,"None of these",N,"Correct answer is ""Co-dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","In a cross between a true breeding short horn red cattle and a true breeding white short horn cattle, the offspring have ________________color in F1 generation.",Orange,N,Yellow,N,Roan,Y,"None of these",N,"Correct answer is ""Roan"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","The character that expressed in the first generation is called _____",Recessive,N,Dominant,Y,Genotype,N,Phenotype,N,"Correct answer is ""Dominant"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","The character that not expressed in the first generation is called _____",Recessive,Y,Dominant,N,Genotype,N,Phenotype,N,"Correct answer is ""Recessive"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","In the heterozygous state, both genes blend their phenotypic effects ","Incomplete Dominance",Y,Dominance,N,Co-dominance,N,"None of these",N,"Correct answer is ""Incomplete Dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","In the heterozygous state, both genes independently express their phenotypic effects ","Incomplete Dominance",N,Dominance,N,Co-dominance,Y,"None of these",N,"Correct answer is ""Co-dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","The heterozygous show an intermediate phenotype between the two parental phenotypes ","Incomplete Dominance",Y,Dominance,N,Co-dominance,N,"None of these",N,"Correct answer is ""Incomplete Dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","The heterozygous show both parental phenotypes at a time","Incomplete Dominance",N,Dominance,N,Co-dominance,Y,"None of these",N,"Correct answer is ""Co-dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","The flower color of 4 O’clock plant is an example of ","Incomplete Dominance",Y,Dominance,N,Co-dominance,N,"None of these",N,"Correct answer is ""Incomplete Dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","Human MN blood and AB blood groups are the examples of: ","Incomplete Dominance",N,Dominance,N,Co-dominance,Y,"None of these",N,"Correct answer is ""Co-dominance"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System","Incomplete Dominance","In the heterozygous state, both genes independently express their phenotypic effects",N,"The heterozygous show both parental phenotypes at a time",N,"Human MN blood and AB blood groups",N,"In the heterozygous state, both genes blend their phenotypic effects",Y,"Correct answer is ""In the heterozygous state, both genes blend their phenotypic effects"""
12,Biology,INHERITANCE,"Exceptions to Mendelian Inheritance and Blood Group System","Exceptions to Mendelian Inheritance and Blood Group System",Co-dominance,"In the heterozygous state, both genes blend their phenotypic effects",N,"The heterozygous show an intermediate phenotype between the two parental phenotypes",N,"The flower color of 4 O’clock plant",N,"In the heterozygous state, both genes independently express their phenotypic effects",Y,"Correct answer is ""In the heterozygous state, both genes independently express their phenotypic effects"""
