grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Aromatic compounds differ from other cyclic compounds in such a way that they contain at least one ________","Carbonium ion",N,"Hydrogen atom",N,"Nitrogen ring",N,"Benzene ring",Y,"Correct answer is ""Benzene ring"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Alicyclic compounds are also called ________.",Homocyclic,N,Benzenoids,N,Non-benzenoids,Y,Heterocyclic,N,"Correct answer is ""Non-benzenoids"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","All such organic compounds having open chain structure of carbon are called ",Aromatic,N,Aliphatic,Y,Alicyclic,N,"None of the above",N,"Correct answer is ""Aliphatic"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","All closed chain compounds possessing a hexagonal ring of six carbon atoms are called ","Aliphatic compounds",N,"Alicyclic compounds",N,"Carbocyclic compounds",Y,"None of the above",N,"Correct answer is ""Carbocyclic compounds"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Which of the following is a heterocyclic compound? ",Benzene,N,Pyridine,Y,Toluene,N,Chlorobenzene,N,"Correct answer is ""Pyridine"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Organic compounds are very large number because of ","Tetravalency of carbon",N,Catenation,Y,"Ability of carbon to form multiple Bond",N,"All the factors mentioned above",N,"Correct answer is ""Catenation"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","The given three hydrocarbons are <img src=""https://learningpitch.com/storage/images/63d78f3e2f95c.jpg"">","Alicyclic hydrocarbons",N,"Aromatic hydrocarbons",Y,"Acyclic hydrocarbons",N,"Heterocyclic hydrocarbons",N,"Correct answer is ""Aromatic hydrocarbons"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","In which of the following category, this compound fall? <img src=""https://learningpitch.com/storage/images/63d78f3e590e4.png"">",Aliphatic,N,Heterocyclic,Y,Non-benzenoids,N,"Closed Chain",N,"Correct answer is ""Heterocyclic"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","When methane burns in oxygen _______ is produced.","\(C{H_4}\)",N,"\(C{O_2}\)",Y,"\(CO\)",N,"\(C = O\)",N,"Correct answer is ""\(C{O_2}\)"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Organic compounds contain:","Nitrogen and carbon",N,"Hydrogen and oxygen",N,"Carbon and hydrogen",Y,"Nitrogen and hydrogen",N,"Correct answer is ""Carbon and hydrogen"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Closed chain containing carbons atoms are also called as _____________ hydrocarbons",Cyclic,N,Cyclic,Y,Aromatic,N,None,N,"Correct answer is ""Cyclic"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","The main sources of these arenes are _________",Petroleum,N,"Biogas and petroleum",N,"Petroleum and coal tar",Y,"Natural gas",N,"Correct answer is ""Petroleum and coal tar"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","Benzene is an example of ","Aromatic compound",Y,"Aliphatic compound",N,Non-benzenoid,N,"None of these",N,"Correct answer is ""Aromatic compound"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","<img src=""https://learningpitch.com/storage/images/63d78f3e83425.png"">","Aromatic compound",N,"Aliphatic compound",N,Alicyclic,Y,"None of these",N,"Correct answer is ""Alicyclic"""
12,Chemistry,"Organic Compounds","Organic Compounds","Features and Classification of Organic Compound","It is an example of <img src=""https://learningpitch.com/storage/images/63d78f3e83425.png"">","Aromatic compound",N,"Aliphatic compound",N,Alicyclic,Y,Non-benzenoid,N,"Correct answer is ""Alicyclic"""
