grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"The direction of torque can be found by","Head to tail rule",N,"Right hand rule",Y,"Left hand rule",N,"Fleming rule",N,"Correct answer is ""Right hand rule"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque is defined as _________________.","Turning effect of force",N,"Cross product of force and position vector",N,"Product of force and moment arm",N,"All a, b and c are correct",Y,"Correct answer is ""All a, b and c are correct"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque depends on the _____ factors.",one,N,two,N,three,Y,four,N,"Correct answer is ""three"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque has zero value, if the angle between r and F is",0°,N,90°,Y,270°,N,180°,N,"Correct answer is ""90°"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"SI unit of torque is: ",N,N,Nm,Y,N-s,N,none,N,"Correct answer is ""Nm"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Cross product of force and position vector is called ",power,N,pressure,N,torque,Y,momentum,N,"Correct answer is ""torque"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,τ=?,r×F,Y,r×d,N,F.d,N,F.r,N,"Correct answer is ""r×F"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,r×F=?,rFcosθ,N,rFsinθ,Y,rFtanθ,N,"none of these",N,"Correct answer is ""rFsinθ"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque is a ______ quantity.",scalar,N,vector,Y,fundamental,N,"none of these",N,"Correct answer is ""vector"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque is a scalar product of ______ vector.",two,Y,three,N,four,N,five,N,"Correct answer is ""two"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Turning effect of force about its axis of rotation is called ________.",force,N,work,N,torque,Y,weight,N,"Correct answer is ""torque"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"The torque due to a force F ⃗=3i-2j-k acting at a point r ⃗=8i+2j+3k is",-4i-17j+22k,Y,-4i-17j+19k,N,-4i-10j+22k,N,4i-17j+22k,N,"Correct answer is ""-4i-17j+22k"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Torque can be",static,N,dynamic,N,"both static and dynamic",Y,"none of these",N,"Correct answer is ""both static and dynamic"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"The line about the object rotates is called","axis of revolution",N,"axis of rotation",Y,"zero axis",N,"none of the options",N,"Correct answer is ""axis of rotation"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Clockwise torque is __________.",positive,N,negative,Y,zero,N,"none of these",N,"Correct answer is ""negative"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium",Torque,"Counter clockwise torque is __________.",positive,Y,negative,N,zero,N,"none of these",N,"Correct answer is ""positive"""
