grade,subject,unit,topic,skill,question,option1,correct1,option2,correct2,option3,correct3,option4,correct4,remarks
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","A body will be in complete equilibrium when it is satisfying:","1st condition of equilibrium",N,"2nd condition of equilibrium",N,"Both 1st and 2nd condition of equilibrium",Y,Impossible,N,"Correct answer is ""Both 1st and 2nd condition of equilibrium"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","If a body is in uniform motion, then it will be in ___________ equilibrium.",static,N,dynamic,Y,Neutral,N,unstable,N,"Correct answer is ""dynamic"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","A body will be in translational equilibrium if the vector sum of external forces acting on a body is",Maximum,N,Minimum,N,Square,N,Zero,Y,"Correct answer is ""Zero"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Which is a case of unstable equilibrium","foot ball",N,"a man sleeping on the floor",N,"a man standing on one leg",Y,"none of the above",N,"Correct answer is ""a man standing on one leg"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Which of the following is condition of translational equilibrium?","Sum of all internal forces acts on a body is zero",N,"Sum of all external forces acts on a body is zero",N,"Sum of all external and internal forces acts on a body is zero",Y,"Sum of all the torque acts on a body is zero",N,"Correct answer is ""Sum of all external and internal forces acts on a body is zero"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","The first condition for equilibrium states that:","The sum of X-directed forces be equal to zero",N,"The sum of Y-directed forces be equal to zero",N,"The sum of all the forces be equal to zero",Y,"None of these",N,"Correct answer is ""The sum of all the forces be equal to zero"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","The object in static equilibrium must have:","net acceleration equal to zero",N,"net displacement equal to zero",N,"change in velocity equal to zero",N,"All of these",Y,"Correct answer is ""All of these"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","According to first condition of equilibrium which statements is true?","The body must be in state of rest",N,"The body is moving with uniform velocity",N,"The body has zero acceleration",N,"All of these",Y,"Correct answer is ""All of these"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","A body acted on by number of forces acting all in parallel will be in equilibrium if","The algebraic sum of all the forces is zero",N,"The algebraic sum of the moments of all the forces about any point is zero",N,"Both the algebraic sum of all the forces is zero and the algebraic sum of the moments of all the forces about any point is zero",Y,"none of these",N,"Correct answer is ""Both the algebraic sum of all the forces is zero and the algebraic sum of the moments of all the forces about any point is zero"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Two or more concurrent forces can be balance by a single force called _________ force.",centripetal,N,centrifugal,N,equilibrant,Y,zero,N,"Correct answer is ""equilibrant"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","For a body which is in rotational equilibrium the sum of all the torques acting on it must be_________.",1,N,0,Y,minimum,N,maximum,N,"Correct answer is ""0"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","If the sum of the torques acting on an object is zero about a specific point, it is zero about","No other point",N,"Some other point",N,"All other points",N,None,N,"Correct answer is """""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Στ=0. This is the equation of?","first condition of equilibrium",N,"second condition of equilibrium",Y,"third condition of equilibrium",N,"forth condition of equilibrium",N,"Correct answer is ""second condition of equilibrium"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Σ, this is a ________ letter",Roman,N,Greek,Y,Latin,N,"none of these",N,"Correct answer is ""Greek"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","Sum of all torque acting on a body must be equal to zero. This is ","first condition of equilibrium",N,"second condition of equilibrium",Y,"third condition of equilibrium",N,"forth condition of equilibrium",N,"Correct answer is ""second condition of equilibrium"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","When the net torque acting on a system is zero, which of the following will be constant?","Linear momentum",N,"angular momentum",Y,"both linear momentum and angular momentum",N,"none of these",N,"Correct answer is ""angular momentum"""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","A body is said to be in dynamic equilibrium?","When it is moving with changing acceleration",N,"When it is in uniform motion along a straight line.",Y,"When it is in uniform motion along a circular path.",N,"When it possess instantaneous velocity.",N,"Correct answer is ""When it is in uniform motion along a straight line."""
11,Physics,"Vectors and Equilibrium","Vectors and Equilibrium","Equillibrium and its condition","The physical quantity which tends to rotate a body is called","angular velocity",N,"linear velocity",N,"linear momentum",N,Torque,Y,"Correct answer is ""Torque"""
